Line_No,Process_ID,Local_Process_Desc,WC_ID,Station_No,Linked_Asset_ID,Product_Ref,Material_Ref
L81,PR-0117,VERIFICATION - SEAT FRAME,WU466,S03,000150000431,MER-VEH-SUV-0001,
L81,PR-0002,RESISTANCE WELDING,WU467,S04,000150000432,MER-VEH-SUV-0001,MER-MUFFLER-0041
L81,PR-0005,PRESSURE DECAY TEST,WU468,S04,000150000433,MER-VEH-SUV-0001,
L81,PR-0005,PRESSURE DECAY TEST,WU469,S04,,MER-VEH-SUV-0001,
L82,PR-0002,RESISTANCE WELDING,WU470,S01,000150000434,MER-VEH-COMPACT-0001,MER-BRAKE-SYSTEM-0012
L82,PR-0007,BASE COAT SPRAY,WU471,S01,000150000435,MER-VEH-COMPACT-0001,MER-HEADLINER-0020
L82,PR-0011,EOL FUNCTIONAL CHECK,WU472,S01,000150000436,MER-VEH-COMPACT-0001,
L82,PR-0001,BEAD APPLICATION,WU473,S02,000150000437,MER-VEH-COMPACT-0001,MER-BRAKE-SYSTEM-0012
L82,PR-0005,PRESSURE DECAY TEST,WU474,S03,000150000438,MER-VEH-COMPACT-0001,
L82,PR-0004,AOI CHECK,WU475,S03,000150000439,MER-VEH-COMPACT-0001,
L82,PR-0030,BLOCK MACHINING,WU476,S04,000150000440,MER-VEH-COMPACT-0001,
L83,PR-0017,BLANKING OPERATION,WU477,S01,000150000441,MER-VEH-SUV-0001,
L83,PR-0038,SETTING - BODY PANEL,WU478,S01,000150000442,MER-VEH-SUV-0001,
L83,PR-0056,BUMPER FASCIA CURING,WU479,S01,000150000443,MER-VEH-SUV-0001,
L83,PR-0028,GEAR HOBBING,WU480,S02,000150000444,MER-VEH-SUV-0001,
L83,PR-0002,RESISTANCE WELDING,WU481,S03,000150000445,MER-VEH-SUV-0001,MER-FUEL-INJECTOR-0038
L83,PR-0011,EOL FUNCTIONAL CHECK,WU482,S03,000150000446,MER-VEH-SUV-0001,
L83,PR-0009,STACKING OPERATION,WU483,S04,,MER-VEH-SUV-0001,MER-CLUTCH-ASSEMBLY-0033
L83,PR-0001,BEAD APPLICATION,WU484,S04,000150000447,MER-VEH-SUV-0001,MER-EXHAUST-PIPE-0042
L83,PR-0108,SEAT FRAME FORMING,WU485,S04,000150000448,MER-VEH-SUV-0001,MER-DASHBOARD-0017
L84,PR-0001,BEAD APPLICATION,WU486,S01,000150000449,MER-VEH-COMPACT-0001,MER-LIGHTING-SYSTEM-0024
L84,PR-0175,SEAL APPLICATION - RADIATOR CORE,WU487,S01,000150000450,MER-VEH-COMPACT-0001,MER-INFOTAINMENT-UNI-0025
L84,PR-0001,BEAD APPLICATION,WU488,S02,000150000451,MER-VEH-COMPACT-0001,MER-REAR-SUSPENSION-0011
L84,PR-0041,BODY PANEL COATING,WU489,S03,000150000452,MER-VEH-COMPACT-0001,MER-CATALYTIC-CONVER-0040
L84,PR-0003,BOLT TORQUING,WU490,S03,000150000453,MER-VEH-COMPACT-0001,
L84,PR-0115,GLASS PANEL PACKAGING,WU491,S03,000150000454,MER-VEH-COMPACT-0001,MER-FUEL-PUMP-0037
L84,PR-0071,ALIGNMENT - SEAT FRAME,WU492,S04,000150000455,MER-VEH-COMPACT-0001,
L84,PR-0001,BEAD APPLICATION,WU493,S04,000150000456,MER-VEH-COMPACT-0001,MER-EXHAUST-PIPE-0042
L84,PR-0001,BEAD APPLICATION,WU494,S04,000150000457,MER-VEH-COMPACT-0001,MER-HEADLINER-0020
L85,PR-0019,PIERCING STATION,WU495,S01,000150000458,MER-VEH-SUV-0001,
L85,PR-0001,BEAD APPLICATION,WU496,S01,000150000459,MER-VEH-SUV-0001,MER-BUMPER-REAR-0007
L85,PR-0001,BEAD APPLICATION,WU497,S01,000150000460,MER-VEH-SUV-0001,MER-FENDERS-0008
L85,PR-0166,ALIGNMENT - FUEL RAIL,WU498,S02,000150000461,MER-VEH-SUV-0001,
L85,PR-0023,INTERIOR FITTING,WU499,S03,000150000462,MER-VEH-SUV-0001,MER-LIGHTING-SYSTEM-0024
L85,PR-0001,BEAD APPLICATION,WU500,S03,000150000463,MER-VEH-SUV-0001,MER-FUEL-TANK-0036
L86,PR-0010,CABLE ROUTING,WU501,S01,000150000464,MER-VEH-SUV-0001,MER-PISTONS-0030
L86,PR-0001,BEAD APPLICATION,WU502,S01,000150000465,MER-VEH-SUV-0001,MER-GEARBOX-HOUSING-0032
L86,PR-0064,DEFLASHING - CENTER CONSOLE,WU503,S01,000150000466,MER-VEH-SUV-0001,
L86,PR-0001,BEAD APPLICATION,WU504,S02,000150000467,MER-VEH-SUV-0001,MER-CLUTCH-ASSEMBLY-0033
L86,PR-0005,PRESSURE DECAY TEST,WU505,S02,000150000468,MER-VEH-SUV-0001,
L86,PR-0002,RESISTANCE WELDING,WU506,S02,000150000469,MER-VEH-SUV-0001,MER-FUEL-TANK-0036
L87,PR-0179,INSPECTION - WIRE HARNESS,WU507,S01,000150000470,MER-VEH-COMPACT-0001,
L87,PR-0001,BEAD APPLICATION,WU508,S01,000150000471,MER-VEH-COMPACT-0001,MER-CATALYTIC-CONVER-0040
L87,PR-0039,COATING - HOOD PANEL,WU509,S02,000150000472,MER-VEH-COMPACT-0001,MER-SEATS-0016
L87,PR-0009,STACKING OPERATION,WU510,S03,000150000473,MER-VEH-COMPACT-0001,MER-GEARBOX-HOUSING-0032
L87,PR-0068,PACKAGING - DASHBOARD ASSEMBLY,WU511,S04,000150000474,MER-VEH-COMPACT-0001,MER-STEERING-SYSTEM-0013
L87,PR-0002,RESISTANCE WELDING,WU512,S04,000150000475,MER-VEH-COMPACT-0001,MER-CRANKSHAFT-0029
L88,PR-0086,STEERING COLUMN DRILLING,WU513,S01,000150000476,MER-VEH-SUV-0001,
L88,PR-0150,PACKAGING - SEAT FRAME,WU514,S02,000150000477,MER-VEH-SUV-0001,MER-DOORS-0004
L88,PR-0002,RESISTANCE WELDING,WU515,S02,000150000478,MER-VEH-SUV-0001,MER-DOORS-0004
L88,PR-0002,RESISTANCE WELDING,WU516,S02,,MER-VEH-SUV-0001,MER-FRONT-SUSPENSION-0010
L88,PR-0162,FUSING - CENTER CONSOLE,WU517,S03,000150000479,MER-VEH-SUV-0001,MER-LOW-VOLTAGE-BATT-0023
L88,PR-0007,BASE COAT SPRAY,WU518,S04,000150000480,MER-VEH-SUV-0001,MER-CATALYTIC-CONVER-0040
L88,PR-0076,CUTTING - CENTER CONSOLE,WU519,S04,000150000481,MER-VEH-SUV-0001,
L89,PR-0079,TRUNK LID ASSEMBLY,WU520,S01,000150000482,MER-VEH-COMPACT-0001,MER-INFOTAINMENT-UNI-0025
L89,PR-0003,BOLT TORQUING,WU521,S01,000150000483,MER-VEH-COMPACT-0001,
L89,PR-0002,RESISTANCE WELDING,WU522,S02,000150000484,MER-VEH-COMPACT-0001,MER-LIGHTING-SYSTEM-0024
L89,PR-0005,PRESSURE DECAY TEST,WU523,S02,000150000485,MER-VEH-COMPACT-0001,
L90,PR-0018,DRAW FORMING,WU524,S01,000150000486,MER-VEH-COMPACT-0001,MER-CRANKSHAFT-0029
L90,PR-0010,CABLE ROUTING,WU525,S01,000150000487,MER-VEH-COMPACT-0001,MER-FUEL-INJECTOR-0038
L90,PR-0043,INSPECTION - DOOR MODULE,WU526,S02,000150000488,MER-VEH-COMPACT-0001,
L90,PR-0014,ALIGNMENT CHECK,WU527,S02,000150000489,MER-VEH-COMPACT-0001,
L90,PR-0064,DEFLASHING - CENTER CONSOLE,WU528,S02,000150000490,MER-VEH-COMPACT-0001,
L91,PR-0001,BEAD APPLICATION,WU529,S01,000150000491,MER-VEH-COMPACT-0001,MER-INFOTAINMENT-UNI-0025
L91,PR-0007,BASE COAT SPRAY,WU530,S02,000150000492,MER-VEH-COMPACT-0001,MER-GEARBOX-HOUSING-0032
L91,PR-0001,BEAD APPLICATION,WU531,S02,000150000493,MER-VEH-COMPACT-0001,MER-CENTER-CONSOLE-0018
L91,PR-0001,BEAD APPLICATION,WU532,S02,000150000494,MER-VEH-COMPACT-0001,MER-EXHAUST-PIPE-0042
L91,PR-0004,AOI CHECK,WU533,S03,000150000495,MER-VEH-COMPACT-0001,
L91,PR-0112,MOLDING - GLASS PANEL,WU534,S03,000150000496,MER-VEH-COMPACT-0001,MER-WIRING-HARNESS-0022
L91,PR-0005,PRESSURE DECAY TEST,WU535,S03,,MER-VEH-COMPACT-0001,
L91,PR-0003,BOLT TORQUING,WU536,S04,000150000497,MER-VEH-COMPACT-0001,
L91,PR-0029,CONNECTOR TERMINATION,WU537,S04,,MER-VEH-COMPACT-0001,MER-FUEL-INJECTOR-0038
L91,PR-0035,SEAL APPLICATION - TRANSMISSION HOUSING,WU538,S04,000150000498,MER-VEH-COMPACT-0001,MER-MUFFLER-0041
L92,PR-0010,CABLE ROUTING,WU539,S01,000150000499,MER-VEH-SUV-0001,MER-FUEL-INJECTOR-0038
L92,PR-0003,BOLT TORQUING,WU540,S01,000150000500,MER-VEH-SUV-0001,
L92,PR-0003,BOLT TORQUING,WU541,S01,000150000501,MER-VEH-SUV-0001,
L92,PR-0002,RESISTANCE WELDING,WU542,S02,000150000502,MER-VEH-SUV-0001,MER-WHEELS-0014
L92,PR-0005,PRESSURE DECAY TEST,WU543,S02,000150000503,MER-VEH-SUV-0001,
L92,PR-0001,BEAD APPLICATION,WU544,S03,,MER-VEH-SUV-0001,MER-DASHBOARD-0017
L93,PR-0025,CELL FORMATION,WU545,S01,000150000504,MER-VEH-COMPACT-0001,
L93,PR-0108,SEAT FRAME FORMING,WU546,S01,000150000505,MER-VEH-COMPACT-0001,MER-CLUTCH-ASSEMBLY-0033
L93,PR-0002,RESISTANCE WELDING,WU547,S01,000150000506,MER-VEH-COMPACT-0001,MER-CATALYTIC-CONVER-0040
L93,PR-0002,RESISTANCE WELDING,WU548,S02,000150000507,MER-VEH-COMPACT-0001,MER-CYLINDER-BLOCK-0027
L94,PR-0110,CUTTING - EXHAUST MANIFOLD,WU549,S01,000150000508,MER-VEH-SUV-0001,
L94,PR-0016,SHEET METAL FORMING,WU550,S01,000150000509,MER-VEH-SUV-0001,MER-CLUTCH-ASSEMBLY-0033
L94,PR-0041,BODY PANEL COATING,WU551,S01,000150000510,MER-VEH-SUV-0001,MER-DOOR-PANELS-0019
L94,PR-0104,WELDING - DASHBOARD ASSEMBLY,WU552,S02,000150000511,MER-VEH-SUV-0001,MER-FUEL-PUMP-0037
L94,PR-0028,GEAR HOBBING,WU553,S03,000150000512,MER-VEH-SUV-0001,
L94,PR-0044,MILLING - WHEEL HUB,WU554,S03,000150000513,MER-VEH-SUV-0001,
L95,PR-0005,PRESSURE DECAY TEST,WU555,S01,000150000514,MER-VEH-SUV-0001,
L95,PR-0139,TRIMMING - BUMPER FASCIA,WU556,S01,,MER-VEH-SUV-0001,
L95,PR-0035,SEAL APPLICATION - TRANSMISSION HOUSING,WU557,S02,000150000515,MER-VEH-SUV-0001,MER-CENTER-CONSOLE-0018
L96,PR-0001,BEAD APPLICATION,WU558,S01,000150000516,MER-VEH-SUV-0001,MER-CYLINDER-BLOCK-0027
L96,PR-0019,PIERCING STATION,WU559,S02,000150000517,MER-VEH-SUV-0001,
L96,PR-0001,BEAD APPLICATION,WU560,S02,000150000518,MER-VEH-SUV-0001,MER-LOW-VOLTAGE-BATT-0023
L96,PR-0012,UNDERBODY SEAM SEALING,WU561,S02,000150000519,MER-VEH-SUV-0001,MER-FUEL-TANK-0036
L96,PR-0001,BEAD APPLICATION,WU562,S03,000150000520,MER-VEH-SUV-0001,MER-GEAR-SET-0034
L96,PR-0022,COVER STITCHING,WU563,S03,000150000521,MER-VEH-SUV-0001,MER-FUEL-TANK-0036
L96,PR-0008,CLEAR COAT SPRAY,WU564,S03,000150000522,MER-VEH-SUV-0001,MER-BUMPER-REAR-0007
L96,PR-0014,ALIGNMENT CHECK,WU565,S04,000150000523,MER-VEH-SUV-0001,
L96,PR-0025,CELL FORMATION,WU566,S04,000150000524,MER-VEH-SUV-0001,
L96,PR-0002,RESISTANCE WELDING,WU567,S04,000150000525,MER-VEH-SUV-0001,MER-BRAKE-SYSTEM-0012
L97,PR-0004,AOI CHECK,WU568,S01,000150000526,MER-VEH-SUV-0001,
L97,PR-0010,CABLE ROUTING,WU569,S02,000150000527,MER-VEH-SUV-0001,MER-CATALYTIC-CONVER-0040
L97,PR-0016,SHEET METAL FORMING,WU570,S02,000150000528,MER-VEH-SUV-0001,MER-BUMPER-REAR-0007
L97,PR-0128,GRINDING - ROOF RAIL,WU571,S02,000150000529,MER-VEH-SUV-0001,
L97,PR-0004,AOI CHECK,WU572,S03,000150000530,MER-VEH-SUV-0001,
L97,PR-0018,DRAW FORMING,WU573,S03,000150000531,MER-VEH-SUV-0001,MER-CLUTCH-ASSEMBLY-0033
L97,PR-0127,WELDING - REAR AXLE,WU574,S04,000150000532,MER-VEH-SUV-0001,MER-CYLINDER-BLOCK-0027
L97,PR-0038,SETTING - BODY PANEL,WU575,S04,000150000533,MER-VEH-SUV-0001,
L97,PR-0004,AOI CHECK,WU576,S04,000150000534,MER-VEH-SUV-0001,
L98,PR-0006,CATHODIC DIP COATING,WU577,S01,000150000535,MER-VEH-COMPACT-0001,MER-SEATS-0016
L98,PR-0098,DRILLING - BATTERY MODULE,WU578,S01,000150000536,MER-VEH-COMPACT-0001,
L98,PR-0007,BASE COAT SPRAY,WU579,S02,000150000537,MER-VEH-COMPACT-0001,MER-DOORS-0004
L98,PR-0002,RESISTANCE WELDING,WU580,S02,000150000538,MER-VEH-COMPACT-0001,MER-BODY-SHELL-0003
L98,PR-0012,UNDERBODY SEAM SEALING,WU581,S03,000150000539,MER-VEH-COMPACT-0001,MER-FUEL-INJECTOR-0038
L98,PR-0002,RESISTANCE WELDING,WU582,S04,000150000540,MER-VEH-COMPACT-0001,MER-BUMPER-FRONT-0006
L99,PR-0017,BLANKING OPERATION,WU583,S01,000150000541,MER-VEH-SUV-0001,
L99,PR-0191,REAR AXLE FASTENING,WU584,S01,000150000542,MER-VEH-SUV-0001,MER-GEARBOX-HOUSING-0032
L99,PR-0167,DEFLASHING - WIRE HARNESS,WU585,S01,000150000543,MER-VEH-SUV-0001,
L99,PR-0021,CUSHION MOLDING,WU586,S02,000150000544,MER-VEH-SUV-0001,MER-BUMPER-REAR-0007
L99,PR-0103,DISPENSING - FUEL RAIL,WU587,S02,000150000545,MER-VEH-SUV-0001,MER-CENTER-CONSOLE-0018
L99,PR-0068,PACKAGING - DASHBOARD ASSEMBLY,WU588,S03,000150000546,MER-VEH-SUV-0001,MER-BUMPER-FRONT-0006
L99,PR-0150,PACKAGING - SEAT FRAME,WU589,S03,000150000547,MER-VEH-SUV-0001,MER-CYLINDER-HEAD-0028
L100,PR-0095,DISPENSING - FLOOR PAN,WU590,S01,000150000548,MER-VEH-COMPACT-0001,MER-BUMPER-FRONT-0006
L100,PR-0111,RADIATOR CORE CUTTING,WU591,S01,000150000549,MER-VEH-COMPACT-0001,
L100,PR-0002,RESISTANCE WELDING,WU592,S02,000150000550,MER-VEH-COMPACT-0001,MER-CYLINDER-BLOCK-0027
L100,PR-0001,BEAD APPLICATION,WU593,S02,000150000551,MER-VEH-COMPACT-0001,MER-MUFFLER-0041
L101,PR-0001,BEAD APPLICATION,WU594,S01,000150000552,MER-VEH-SUV-0001,MER-GEARBOX-HOUSING-0032
L101,PR-0027,CRANK GRINDING,WU595,S01,,MER-VEH-SUV-0001,
L101,PR-0136,DISPENSING - FENDER PANEL,WU596,S01,000150000553,MER-VEH-SUV-0001,MER-CYLINDER-HEAD-0028
L101,PR-0193,BORING - EXHAUST MANIFOLD,WU597,S02,000150000554,MER-VEH-SUV-0001,
L101,PR-0084,APPLICATION - ENGINE BLOCK,WU598,S02,000150000555,MER-VEH-SUV-0001,MER-FUEL-INJECTOR-0038
L101,PR-0074,RADIATOR CORE ALIGNMENT,WU599,S03,000150000556,MER-VEH-SUV-0001,
L101,PR-0012,UNDERBODY SEAM SEALING,WU600,S03,000150000557,MER-VEH-SUV-0001,MER-FUEL-TANK-0036
L101,PR-0008,CLEAR COAT SPRAY,WU601,S03,000150000558,MER-VEH-SUV-0001,MER-GEARBOX-HOUSING-0032
L101,PR-0024,CIRCUIT BOARD ASSEMBLY,WU602,S04,000150000559,MER-VEH-SUV-0001,MER-LIGHTING-SYSTEM-0024
L101,PR-0001,BEAD APPLICATION,WU603,S04,000150000560,MER-VEH-SUV-0001,MER-DASHBOARD-0017
L102,PR-0060,GRINDING - REAR AXLE,WU604,S01,000150000561,MER-VEH-COMPACT-0001,
L102,PR-0027,CRANK GRINDING,WU605,S01,000150000562,MER-VEH-COMPACT-0001,
L102,PR-0001,BEAD APPLICATION,WU606,S02,,MER-VEH-COMPACT-0001,MER-CYLINDER-BLOCK-0027
L102,PR-0024,CIRCUIT BOARD ASSEMBLY,WU607,S03,000150000563,MER-VEH-COMPACT-0001,MER-BUMPER-FRONT-0006
L102,PR-0019,PIERCING STATION,WU608,S03,000150000564,MER-VEH-COMPACT-0001,
L102,PR-0058,TRANSMISSION HOUSING MOLDING,WU609,S04,000150000565,MER-VEH-COMPACT-0001,MER-FUEL-INJECTOR-0038
L103,PR-0077,FASTENING - EXHAUST MANIFOLD,WU610,S01,000150000566,MER-VEH-SUV-0001,MER-FUEL-INJECTOR-0038
L103,PR-0002,RESISTANCE WELDING,WU611,S01,000150000567,MER-VEH-SUV-0001,MER-BRAKE-SYSTEM-0012
L103,PR-0067,ENGINE BLOCK FORMING,WU612,S01,000150000568,MER-VEH-SUV-0001,MER-GEARBOX-HOUSING-0032
L103,PR-0002,RESISTANCE WELDING,WU613,S02,000150000569,MER-VEH-SUV-0001,MER-CRANKSHAFT-0029
L103,PR-0006,CATHODIC DIP COATING,WU614,S02,000150000570,MER-VEH-SUV-0001,MER-FUEL-PUMP-0037
L103,PR-0010,CABLE ROUTING,WU615,S02,000150000571,MER-VEH-SUV-0001,MER-FUEL-INJECTOR-0038
L104,PR-0064,DEFLASHING - CENTER CONSOLE,WU616,S01,000150000572,MER-VEH-SUV-0001,
L104,PR-0112,MOLDING - GLASS PANEL,WU617,S01,000150000573,MER-VEH-SUV-0001,MER-GEARBOX-HOUSING-0032
L104,PR-0001,BEAD APPLICATION,WU618,S01,000150000574,MER-VEH-SUV-0001,MER-CATALYTIC-CONVER-0040
L104,PR-0043,INSPECTION - DOOR MODULE,WU619,S02,000150000575,MER-VEH-SUV-0001,
L105,PR-0098,DRILLING - BATTERY MODULE,WU620,S01,000150000576,MER-VEH-SUV-0001,
L105,PR-0153,SUSPENSION ARM DRILLING,WU621,S01,000150000577,MER-VEH-SUV-0001,
L105,PR-0003,BOLT TORQUING,WU622,S01,000150000578,MER-VEH-SUV-0001,
L105,PR-0002,RESISTANCE WELDING,WU623,S02,,MER-VEH-SUV-0001,MER-WHEELS-0014
L106,PR-0011,EOL FUNCTIONAL CHECK,WU624,S01,,MER-VEH-COMPACT-0001,
L106,PR-0112,MOLDING - GLASS PANEL,WU625,S01,000150000579,MER-VEH-COMPACT-0001,MER-DOOR-PANELS-0019
L106,PR-0004,AOI CHECK,WU626,S01,000150000580,MER-VEH-COMPACT-0001,
L106,PR-0011,EOL FUNCTIONAL CHECK,WU627,S02,000150000581,MER-VEH-COMPACT-0001,
L106,PR-0195,CENTER CONSOLE MACHINING,WU628,S03,000150000582,MER-VEH-COMPACT-0001,
L106,PR-0008,CLEAR COAT SPRAY,WU629,S04,000150000583,MER-VEH-COMPACT-0001,MER-BUMPER-REAR-0007
L106,PR-0023,INTERIOR FITTING,WU630,S04,000150000584,MER-VEH-COMPACT-0001,MER-FUEL-PUMP-0037
L106,PR-0195,CENTER CONSOLE MACHINING,WU631,S04,000150000585,MER-VEH-COMPACT-0001,
L107,PR-0005,PRESSURE DECAY TEST,WU632,S01,000150000586,MER-VEH-SUV-0001,
L107,PR-0003,BOLT TORQUING,WU633,S01,000150000587,MER-VEH-SUV-0001,
L107,PR-0003,BOLT TORQUING,WU634,S02,,MER-VEH-SUV-0001,
L107,PR-0021,CUSHION MOLDING,WU635,S02,000150000588,MER-VEH-SUV-0001,MER-STEERING-SYSTEM-0013
L107,PR-0001,BEAD APPLICATION,WU636,S03,000150000589,MER-VEH-SUV-0001,MER-WIRING-HARNESS-0022
L107,PR-0001,BEAD APPLICATION,WU637,S03,000150000590,MER-VEH-SUV-0001,MER-FENDERS-0008
L108,PR-0003,BOLT TORQUING,WU638,S01,000150000591,MER-VEH-COMPACT-0001,
L108,PR-0013,DOOR MOUNTING,WU639,S01,000150000592,MER-VEH-COMPACT-0001,MER-BRAKE-SYSTEM-0012
L108,PR-0080,SEALING - DASHBOARD ASSEMBLY,WU640,S02,000150000593,MER-VEH-COMPACT-0001,MER-CRANKSHAFT-0029
L108,PR-0013,DOOR MOUNTING,WU641,S03,000150000594,MER-VEH-COMPACT-0001,MER-BRAKE-SYSTEM-0012
L108,PR-0056,BUMPER FASCIA CURING,WU642,S03,000150000595,MER-VEH-COMPACT-0001,
L108,PR-0156,PACKING - WHEEL HUB,WU643,S04,000150000596,MER-VEH-COMPACT-0001,MER-LOW-VOLTAGE-BATT-0023
L108,PR-0043,INSPECTION - DOOR MODULE,WU644,S04,000150000597,MER-VEH-COMPACT-0001,
L108,PR-0025,CELL FORMATION,WU645,S04,000150000598,MER-VEH-COMPACT-0001,
L109,PR-0001,BEAD APPLICATION,WU646,S01,000150000599,MER-VEH-COMPACT-0001,MER-DOOR-PANELS-0019
L109,PR-0008,CLEAR COAT SPRAY,WU647,S01,000150000600,MER-VEH-COMPACT-0001,MER-CYLINDER-BLOCK-0027
L109,PR-0003,BOLT TORQUING,WU648,S02,000150000601,MER-VEH-COMPACT-0001,
L109,PR-0011,EOL FUNCTIONAL CHECK,WU649,S02,000150000602,MER-VEH-COMPACT-0001,
L109,PR-0150,PACKAGING - SEAT FRAME,WU650,S02,000150000603,MER-VEH-COMPACT-0001,MER-BRAKE-SYSTEM-0012
L110,PR-0004,AOI CHECK,WU651,S01,000150000604,MER-VEH-COMPACT-0001,
L110,PR-0001,BEAD APPLICATION,WU652,S02,000150000605,MER-VEH-COMPACT-0001,MER-HEADLINER-0020
L110,PR-0072,CALIBRATION - BATTERY MODULE,WU653,S03,000150000606,MER-VEH-COMPACT-0001,
L110,PR-0190,CUTTING - CHASSIS FRAME,WU654,S03,000150000607,MER-VEH-COMPACT-0001,
