Period,Plant_Code,Volume,AvailableHours,LeadTimeDays
2022-W18,PL-008,7563,1291,25
2022-W19,PL-008,1289,1955,10
2022-W20,PL-008,4081,1440,17
2022-W21,PL-008,2467,1839,7
2022-W22,PL-008,6155,1042,56
2022-W23,PL-008,5629,2169,5
2022-W24,PL-008,1389,1346,46
2022-W25,PL-008,1314,1824,25
2022-W26,PL-008,6067,1385,28
2022-W27,PL-008,6365,1983,45
2022-W28,PL-008,1921,1289,40
2022-W29,PL-008,2961,1979,13
2022-W30,PL-008,5597,1606,10
2022-W31,PL-008,2404,1357,13
2022-W32,PL-008,2364,1039,18
2022-W33,PL-008,2602,1447,31
2022-W34,PL-008,1242,1664,50
2022-W35,PL-008,5645,2016,58
2022-W36,PL-008,3160,1448,5
2022-W37,PL-008,1114,1360,25
2022-W38,PL-008,3176,1701,14
2022-W39,PL-008,5859,1421,22
2022-W40,PL-008,2882,1411,39
2022-W41,PL-008,1194,1545,36
2022-W42,PL-008,1549,1057,31
2022-W43,PL-008,7551,2164,17
2022-W44,PL-008,4042,1529,18
2022-W45,PL-008,5570,1158,15
2022-W46,PL-008,4439,1623,23
2022-W47,PL-008,6910,1552,47
2022-W48,PL-008,4907,1766,43
2022-W49,PL-008,7654,1969,42
2022-W50,PL-008,2381,1554,42
2022-W51,PL-008,1290,1484,48
2022-W52,PL-008,3518,2098,27
2023-W01,PL-008,1072,1809,20
2023-W02,PL-008,3182,1683,33
2023-W03,PL-008,6339,1498,55
2023-W04,PL-008,4016,1279,19
2023-W05,PL-008,1117,2182,21
2023-W06,PL-008,7787,1389,52
2023-W07,PL-008,6945,1046,26
2023-W08,PL-008,2678,1895,8
2023-W09,PL-008,1283,1780,58
2023-W10,PL-008,5480,1971,57
2023-W11,PL-008,2106,1649,15
2023-W12,PL-008,2886,1964,48
2023-W13,PL-008,3221,1773,15
2023-W14,PL-008,4980,1578,47
2023-W15,PL-008,7661,1362,24
2023-W16,PL-008,7299,1518,29
2023-W17,PL-008,6145,1219,36
2023-W18,PL-008,6609,1205,30
2023-W19,PL-008,2457,1781,49
2023-W20,PL-008,4135,1587,22
2023-W21,PL-008,1212,1448,10
2023-W22,PL-008,7719,2178,42
2020-W02,PL-009,2994,1107,14
2020-W03,PL-009,2016,612,28
2020-W04,PL-009,6394,778,22
2020-W05,PL-009,3984,827,30
2020-W06,PL-009,4487,621,9
2020-W07,PL-009,6532,1298,13
2020-W08,PL-009,2902,1146,48
2020-W09,PL-009,2512,1228,48
2020-W10,PL-009,3152,1236,60
2020-W11,PL-009,8903,1358,48
2020-W12,PL-009,7305,659,30
2020-W13,PL-009,5569,606,47
2020-W14,PL-009,2287,1144,53
2020-W15,PL-009,8625,1147,6
2020-W16,PL-009,6011,854,8
2020-W17,PL-009,3744,1396,12
2020-W18,PL-009,9339,1026,24
2020-W19,PL-009,8188,1119,8
2020-W20,PL-009,6048,1282,5
2020-W21,PL-009,8282,980,26
2020-W22,PL-009,2738,762,55
2020-W23,PL-009,2918,706,20
2020-W24,PL-009,5106,870,37
2020-W25,PL-009,4623,706,56
2020-W26,PL-009,3401,910,24
2020-W27,PL-009,6246,1260,47
2020-W28,PL-009,3368,1048,50
2020-W29,PL-009,3269,1132,27
2020-W30,PL-009,8196,1072,56
2020-W31,PL-009,2264,739,20
2020-W32,PL-009,6939,1037,8
2020-W33,PL-009,5709,1110,26
2020-W34,PL-009,8652,703,35
2020-W35,PL-009,7578,947,30
2020-W36,PL-009,7322,1142,5
2020-W37,PL-009,4152,1389,34
2020-W38,PL-009,9085,977,57
2020-W39,PL-009,9688,1167,13
2020-W40,PL-009,6110,744,29
2020-W41,PL-009,5172,1364,54
2020-W42,PL-009,2138,817,30
2020-W43,PL-009,4404,1291,41
2020-W44,PL-009,2015,614,18
2020-W45,PL-009,2901,1060,57
2020-W46,PL-009,8414,731,48
2020-W47,PL-009,5306,1301,58
2020-W48,PL-009,8277,1163,12
2020-W49,PL-009,3955,1260,58
2020-W50,PL-009,9022,1290,6
2020-W51,PL-009,9838,1193,7
2020-W52,PL-009,9234,894,19
2020-W53,PL-009,9193,829,33
2021-W01,PL-009,2540,653,34
2021-W02,PL-009,8857,1042,54
2021-W03,PL-009,6999,1335,18
2021-W04,PL-009,6817,1226,37
2021-W05,PL-009,3177,637,49
2021-W06,PL-009,6386,655,22
2021-W07,PL-009,8255,1055,52
2021-W08,PL-009,2010,1134,20
2021-W09,PL-009,4612,1257,30
2021-W10,PL-009,6472,1178,40
2021-W11,PL-009,6111,1200,36
2021-W12,PL-009,5196,971,10
2021-W13,PL-009,3049,877,41
2021-W14,PL-009,7687,1273,57
2021-W15,PL-009,5579,1012,6
2021-W16,PL-009,6820,1150,42
2021-W17,PL-009,7160,963,36
2021-W18,PL-009,7285,1136,11
2021-W19,PL-009,6397,1289,17
2021-W20,PL-009,9474,1117,15
2021-W21,PL-009,8682,678,8
2021-W22,PL-009,9732,953,54
2021-W23,PL-009,2863,636,51
2021-W24,PL-009,2082,809,55
2021-W25,PL-009,5308,883,59
2021-W26,PL-009,2722,1200,10
2021-W27,PL-009,9208,891,16
2021-W28,PL-009,2115,1030,49
2021-W29,PL-009,9272,1242,56
2021-W30,PL-009,2898,1378,5
2021-W31,PL-009,2887,660,29
2021-W32,PL-009,3190,1184,48
2021-W33,PL-009,4286,1145,49
2021-W34,PL-009,2624,1219,39
2021-W35,PL-009,7141,673,40
2021-W36,PL-009,8363,1271,42
2021-W37,PL-009,8227,773,33
2021-W38,PL-009,6519,1376,59
2021-W39,PL-009,5848,1206,56
2021-W40,PL-009,4375,839,57
2021-W41,PL-009,5091,734,34
2021-W42,PL-009,6768,947,46
2021-W43,PL-009,6380,1063,26
2021-W44,PL-009,5451,763,23
2021-W45,PL-009,5977,1336,39
2021-W46,PL-009,7883,1163,47
2021-W47,PL-009,9044,951,43
2021-W48,PL-009,9105,1050,42
2021-W49,PL-009,5089,767,46
2021-W50,PL-009,6596,866,16
2021-W51,PL-009,5279,1179,15
2021-W52,PL-009,3006,914,40
2022-W01,PL-009,9300,1023,56
2022-W02,PL-009,4751,1021,11
2022-W03,PL-009,4880,815,23
2022-W04,PL-009,6318,688,22
2022-W05,PL-009,9815,1085,32
2022-W06,PL-009,9940,1148,51
2022-W07,PL-009,5452,830,8
2022-W08,PL-009,6136,1051,23
2022-W09,PL-009,3540,1307,8
2022-W10,PL-009,3435,764,29
2022-W11,PL-009,7909,959,43
2022-W12,PL-009,4558,1152,36
2022-W13,PL-009,2449,1276,45
2022-W14,PL-009,7776,1190,5
2022-W15,PL-009,9208,621,5
2022-W16,PL-009,6542,1100,54
2022-W17,PL-009,4681,914,48
2022-W18,PL-009,2465,1247,24
2022-W19,PL-009,5338,1388,60
2022-W20,PL-009,7220,836,36
2022-W21,PL-009,5162,1136,22
2022-W22,PL-009,4416,680,22
2022-W23,PL-009,8180,736,32
2022-W24,PL-009,7067,1067,21
2022-W25,PL-009,6623,853,52
2022-W26,PL-009,5072,677,53
2022-W27,PL-009,3193,1041,9
2022-W28,PL-009,4083,1206,42
2022-W29,PL-009,6113,1315,10
2022-W30,PL-009,3642,1261,26
2022-W31,PL-009,8830,1329,27
2022-W32,PL-009,9978,1273,5
2022-W33,PL-009,3306,1051,7
2022-W34,PL-009,7547,738,50
2022-W35,PL-009,9642,609,19
2022-W36,PL-009,7869,1146,38
2022-W37,PL-009,9353,1040,16
2022-W38,PL-009,7628,723,52
2022-W39,PL-009,2873,1222,9
2022-W40,PL-009,5658,1261,44
2022-W41,PL-009,5084,917,32
2022-W42,PL-009,7152,891,57
2022-W43,PL-009,9616,1219,25
2022-W44,PL-009,8231,855,56
2022-W45,PL-009,6426,816,9
2022-W46,PL-009,4402,780,10
2022-W47,PL-009,3302,949,33
2022-W48,PL-009,2144,944,12
2022-W49,PL-009,5071,1220,55
2022-W50,PL-009,5468,1383,36
2022-W51,PL-009,7794,800,57
2022-W52,PL-009,7106,995,37
2023-W01,PL-009,3134,1264,9
2023-W02,PL-009,5298,1082,50
2023-W03,PL-009,9553,1041,54
2023-W04,PL-009,9375,1009,21
2023-W05,PL-009,3432,905,60
2023-W06,PL-009,7275,1059,39
2023-W07,PL-009,6419,1045,42
2023-W08,PL-009,7116,1396,46
2023-W09,PL-009,4125,821,5
2020-W02,PL-010,9206,1377,40
2020-W03,PL-010,9596,723,44
2020-W04,PL-010,5748,769,45
2020-W05,PL-010,4149,983,27
2020-W06,PL-010,6368,711,36
2020-W07,PL-010,3197,1014,51
2020-W08,PL-010,4706,1124,49
2020-W09,PL-010,9415,1162,33
2020-W10,PL-010,7139,833,52
2020-W11,PL-010,5438,624,54
2020-W12,PL-010,9958,612,5
2020-W13,PL-010,2261,1255,52
2020-W14,PL-010,2724,1234,25
2020-W15,PL-010,3645,656,20
2020-W16,PL-010,5911,1189,52
2020-W17,PL-010,9996,893,18
2020-W18,PL-010,4586,1129,15
2020-W19,PL-010,6038,948,11
2020-W20,PL-010,9110,958,29
2020-W21,PL-010,9984,691,50
2020-W22,PL-010,2130,742,41
2020-W23,PL-010,8441,1319,53
2020-W24,PL-010,8124,706,20
2020-W25,PL-010,7880,759,53
2020-W26,PL-010,8056,799,33
2020-W27,PL-010,2462,958,38
2020-W28,PL-010,9335,1288,40
2020-W29,PL-010,2715,649,48
2020-W30,PL-010,2992,841,32
2020-W31,PL-010,4829,1302,17
2020-W32,PL-010,5727,837,21
2020-W33,PL-010,9364,1110,58
2020-W34,PL-010,7616,1161,25
2020-W35,PL-010,3521,911,47
2020-W36,PL-010,6233,672,48
2020-W37,PL-010,6842,1227,53
2020-W38,PL-010,3355,1308,30
2020-W39,PL-010,6710,1264,44
2020-W40,PL-010,2248,685,17
2020-W41,PL-010,3467,1358,56
2020-W42,PL-010,2549,808,43
2020-W43,PL-010,6330,1275,35
2020-W44,PL-010,3186,1157,59
2020-W45,PL-010,7627,1367,5
2020-W46,PL-010,8867,805,19
2020-W47,PL-010,7359,1022,19
2020-W48,PL-010,9134,646,5
2020-W49,PL-010,7960,939,23
2020-W50,PL-010,5804,1344,44
2020-W51,PL-010,4877,1327,21
2020-W52,PL-010,8237,1010,21
2020-W53,PL-010,7622,809,55
2021-W01,PL-010,5417,1132,20
2021-W02,PL-010,9745,884,14
2021-W03,PL-010,2505,1063,49
2021-W04,PL-010,2243,1229,18
2021-W05,PL-010,2549,968,50
2021-W06,PL-010,4094,1282,43
2021-W07,PL-010,8865,885,34
2021-W08,PL-010,8331,1030,25
2021-W09,PL-010,9342,1250,55
2021-W10,PL-010,6232,1019,40
2021-W11,PL-010,9153,1185,40
2021-W12,PL-010,2916,1379,58
2021-W13,PL-010,7692,893,34
2021-W14,PL-010,9791,1243,48
2021-W15,PL-010,8761,1355,52
2021-W16,PL-010,3968,1253,55
2021-W17,PL-010,5368,994,23
2021-W18,PL-010,2458,863,46
2021-W19,PL-010,8461,952,26
2021-W20,PL-010,9224,849,9
2021-W21,PL-010,6901,610,31
2021-W22,PL-010,5104,936,56
2021-W23,PL-010,2913,1173,5
2021-W24,PL-010,8416,936,36
2021-W25,PL-010,7068,1056,31
2021-W26,PL-010,8622,854,17
2021-W27,PL-010,3113,1129,51
2021-W28,PL-010,5170,1230,13
2021-W29,PL-010,8783,813,55
2021-W30,PL-010,4839,722,31
2021-W31,PL-010,2818,680,11
2021-W32,PL-010,2188,1336,45
2021-W33,PL-010,5013,903,29
2021-W34,PL-010,7167,752,20
2021-W35,PL-010,9703,1064,29
2021-W36,PL-010,3867,640,49
2021-W37,PL-010,9015,703,59
2021-W38,PL-010,7848,1240,13
2021-W39,PL-010,4042,939,43
2021-W40,PL-010,9363,940,38
2021-W41,PL-010,6139,715,35
2021-W42,PL-010,2714,1110,48
2021-W43,PL-010,3908,772,43
2021-W44,PL-010,2019,647,53
2021-W45,PL-010,5303,1175,29
2021-W46,PL-010,7386,788,20
2021-W47,PL-010,6918,1220,48
2021-W48,PL-010,8986,1162,51
2021-W49,PL-010,8574,1137,35
2021-W50,PL-010,6390,1116,14
2021-W51,PL-010,6065,1284,47
2021-W52,PL-010,6417,1037,57
2022-W01,PL-010,8610,919,13
2022-W02,PL-010,9483,1121,9
2022-W03,PL-010,5261,1249,31
2022-W04,PL-010,4928,822,7
2022-W05,PL-010,7721,1347,44
2022-W06,PL-010,3879,1034,22
2022-W07,PL-010,4237,1191,6
2022-W08,PL-010,3738,993,26
2022-W09,PL-010,4275,897,5
2022-W10,PL-010,9425,1340,55
2022-W11,PL-010,6253,1284,46
2022-W12,PL-010,2005,1112,54
2022-W13,PL-010,7595,726,25
2022-W14,PL-010,3777,956,56
2022-W15,PL-010,8249,1147,31
2022-W16,PL-010,4243,1199,9
2022-W17,PL-010,8181,935,29
2022-W18,PL-010,4648,1240,37
2022-W19,PL-010,7841,1280,44
2022-W20,PL-010,4973,769,32
2022-W21,PL-010,3800,1232,5
2022-W22,PL-010,9251,1267,5
2022-W23,PL-010,8841,1032,5
2022-W24,PL-010,8241,938,31
2022-W25,PL-010,2524,1034,6
2022-W26,PL-010,8340,771,33
2022-W27,PL-010,3596,993,13
2022-W28,PL-010,7519,1127,18
2022-W29,PL-010,2703,1045,51
2022-W30,PL-010,3162,736,35
2022-W31,PL-010,3713,904,56
2022-W32,PL-010,6519,1291,9
2022-W33,PL-010,7650,1360,12
2022-W34,PL-010,8990,678,41
2022-W35,PL-010,2738,845,56
2022-W36,PL-010,7002,778,25
2022-W37,PL-010,8123,628,16
2022-W38,PL-010,3742,834,37
2022-W39,PL-010,2927,1384,56
2022-W40,PL-010,7434,1126,38
2022-W41,PL-010,9545,1368,42
2022-W42,PL-010,3194,675,33
2022-W43,PL-010,8491,892,7
2022-W44,PL-010,3138,1104,40
2022-W45,PL-010,7780,1377,48
2022-W46,PL-010,2395,975,19
2022-W47,PL-010,6726,931,18
2022-W48,PL-010,3083,1099,21
2022-W49,PL-010,5236,1049,41
2022-W50,PL-010,6799,1375,54
2022-W51,PL-010,5772,879,49
2022-W52,PL-010,2427,1161,58
2023-W01,PL-010,3979,809,57
2023-W02,PL-010,5894,1115,10
2023-W03,PL-010,5717,1065,59
2023-W04,PL-010,9610,1319,60
2023-W05,PL-010,9175,875,25
2023-W06,PL-010,5387,617,23
2023-W07,PL-010,4993,1169,5
2023-W08,PL-010,2466,1307,47
2023-W09,PL-010,9495,602,57
2023-W10,PL-010,3880,797,14
2023-W11,PL-010,2605,1159,39
2023-W12,PL-010,6614,749,17
2023-W13,PL-010,9350,836,24
2023-W14,PL-010,4935,830,22
2023-W15,PL-010,9803,1012,51
2023-W16,PL-010,2452,658,39
2023-W17,PL-010,8595,862,36
2020-W02,PL-011,15452,713,22
2020-W03,PL-011,9031,454,36
2020-W04,PL-011,17580,843,20
2020-W05,PL-011,16322,434,7
2020-W06,PL-011,8504,401,59
2020-W07,PL-011,11547,776,41
2020-W08,PL-011,17897,867,32
2020-W09,PL-011,5175,658,13
2020-W10,PL-011,16259,665,31
2020-W11,PL-011,16195,648,58
2020-W12,PL-011,10167,496,58
2020-W13,PL-011,9130,765,10
2020-W14,PL-011,18849,459,36
2020-W15,PL-011,12099,443,41
2020-W16,PL-011,15493,430,25
2020-W17,PL-011,10282,720,43
2020-W18,PL-011,10394,575,36
2020-W19,PL-011,10986,899,31
2020-W20,PL-011,11506,449,33
2020-W21,PL-011,16400,686,22
2020-W22,PL-011,18310,618,43
2020-W23,PL-011,19641,842,8
2020-W24,PL-011,14337,838,39
2020-W25,PL-011,6724,500,8
2020-W26,PL-011,8752,673,43
2020-W27,PL-011,7584,575,25
2020-W28,PL-011,9657,502,44
2020-W29,PL-011,19397,508,24
2020-W30,PL-011,12648,568,6
2020-W31,PL-011,17062,570,14
2020-W32,PL-011,16519,715,6
2020-W33,PL-011,10848,438,44
2020-W34,PL-011,19142,418,39
2020-W35,PL-011,12996,850,5
2020-W36,PL-011,5906,820,18
2020-W37,PL-011,18912,681,27
2020-W38,PL-011,9041,883,30
2020-W39,PL-011,5317,402,13
2020-W40,PL-011,9415,590,33
2020-W41,PL-011,19249,715,32
2020-W42,PL-011,14010,505,10
2020-W43,PL-011,15557,580,48
2020-W44,PL-011,11961,645,23
2020-W45,PL-011,7056,533,47
2020-W46,PL-011,15350,712,38
2020-W47,PL-011,9463,703,8
2020-W48,PL-011,10529,495,9
2020-W49,PL-011,14236,523,40
2020-W50,PL-011,7579,873,26
2020-W51,PL-011,6596,822,55
2020-W52,PL-011,14675,812,19
2020-W53,PL-011,17063,504,51
2021-W01,PL-011,10471,815,32
2021-W02,PL-011,18970,599,47
2021-W03,PL-011,8664,866,8
2021-W04,PL-011,9283,580,57
2021-W05,PL-011,8034,675,49
2021-W06,PL-011,16117,539,57
2021-W07,PL-011,10607,694,48
2021-W08,PL-011,13178,463,34
2021-W09,PL-011,10448,748,30
2021-W10,PL-011,18720,653,45
2021-W11,PL-011,16108,675,25
2021-W12,PL-011,8608,645,60
2021-W13,PL-011,11774,824,50
2021-W14,PL-011,19031,724,11
2021-W15,PL-011,17893,795,27
2021-W16,PL-011,8876,814,19
2021-W17,PL-011,7170,627,35
2021-W18,PL-011,5962,882,21
2021-W19,PL-011,7452,817,42
2021-W20,PL-011,10344,718,36
2021-W21,PL-011,14307,767,22
2021-W22,PL-011,18454,493,54
2021-W23,PL-011,18490,550,49
2021-W24,PL-011,12488,725,25
2021-W25,PL-011,5794,695,39
2021-W26,PL-011,19703,605,58
2021-W27,PL-011,6914,758,14
2021-W28,PL-011,9877,684,7
2021-W29,PL-011,6469,473,19
2021-W30,PL-011,8593,529,39
2021-W31,PL-011,17388,614,31
2021-W32,PL-011,15620,420,56
2021-W33,PL-011,9491,498,41
2021-W34,PL-011,17681,705,54
2021-W35,PL-011,18723,676,59
2021-W36,PL-011,19558,513,58
2021-W37,PL-011,16348,794,26
2021-W38,PL-011,12990,589,29
2021-W39,PL-011,17171,889,56
2021-W40,PL-011,17569,404,43
2021-W41,PL-011,5432,494,9
2021-W42,PL-011,17322,566,22
2021-W43,PL-011,6649,703,12
2021-W44,PL-011,10798,625,32
2021-W45,PL-011,8525,477,17
2021-W46,PL-011,13687,585,9
2021-W47,PL-011,19167,819,14
2021-W48,PL-011,18087,880,38
2021-W49,PL-011,18142,871,53
2021-W50,PL-011,15583,614,17
2021-W51,PL-011,15968,656,55
2021-W52,PL-011,5154,753,24
2022-W01,PL-011,14606,425,11
2022-W02,PL-011,11651,712,59
2022-W03,PL-011,10820,799,60
2022-W04,PL-011,11884,457,45
2022-W05,PL-011,6339,526,53
2022-W06,PL-011,14208,637,42
2022-W07,PL-011,18515,446,51
2022-W08,PL-011,8051,739,27
2022-W09,PL-011,17724,517,21
2022-W10,PL-011,12096,894,47
2022-W11,PL-011,9793,658,40
2022-W12,PL-011,10912,654,9
2022-W13,PL-011,8776,466,26
2022-W14,PL-011,15985,665,11
2022-W15,PL-011,10719,667,42
2022-W16,PL-011,11840,706,6
2022-W17,PL-011,14913,528,19
2022-W18,PL-011,13001,472,21
2022-W19,PL-011,10966,588,12
2022-W20,PL-011,13765,743,34
2022-W21,PL-011,9709,661,36
2022-W22,PL-011,16998,645,30
2022-W23,PL-011,9680,460,58
2022-W24,PL-011,12886,781,37
2022-W25,PL-011,12214,703,5
2022-W26,PL-011,5022,651,45
2022-W27,PL-011,6408,884,45
2022-W28,PL-011,6158,660,25
2022-W29,PL-011,7205,701,26
2022-W30,PL-011,6670,648,47
2022-W31,PL-011,16897,511,10
2022-W32,PL-011,5630,445,27
2022-W33,PL-011,15364,406,15
2022-W34,PL-011,6207,713,20
2022-W35,PL-011,9390,495,12
2022-W36,PL-011,16108,649,60
2022-W37,PL-011,9441,836,58
2022-W38,PL-011,9237,859,54
2022-W39,PL-011,7243,862,50
2022-W40,PL-011,16374,840,41
2022-W41,PL-011,9683,470,47
2022-W42,PL-011,16138,812,39
2022-W43,PL-011,11561,414,56
2022-W44,PL-011,15864,549,46
2022-W45,PL-011,10301,479,16
2022-W46,PL-011,15472,750,37
2022-W47,PL-011,5989,872,9
2022-W48,PL-011,14612,894,28
2022-W49,PL-011,6700,760,52
2022-W50,PL-011,11185,840,9
2022-W51,PL-011,14371,644,8
2022-W52,PL-011,17024,629,50
2023-W01,PL-011,11075,670,15
2023-W02,PL-011,8929,893,6
2023-W03,PL-011,6675,571,45
2023-W04,PL-011,5283,882,37
2023-W05,PL-011,17746,879,40
2023-W06,PL-011,8003,441,10
2023-W07,PL-011,7605,889,36
2023-W08,PL-011,16952,503,41
2023-W09,PL-011,14151,555,36
2023-W10,PL-011,11588,602,52
2023-W11,PL-011,12590,698,25
2023-W12,PL-011,6582,570,49
2023-W13,PL-011,10056,487,51
2023-W14,PL-011,8125,733,51
2023-W15,PL-011,11454,707,25
2023-W16,PL-011,7925,651,28
2023-W17,PL-011,18001,463,28
2023-W18,PL-011,9036,476,26
2023-W19,PL-011,10804,833,54
2023-W20,PL-011,18546,535,14
2023-W21,PL-011,10108,717,11
2023-W22,PL-011,11007,519,27
2023-W23,PL-011,19544,635,8
2023-W24,PL-011,12258,777,7
2020-W02,PL-012,17405,479,24
2020-W03,PL-012,7619,834,58
2020-W04,PL-012,5229,405,5
2020-W05,PL-012,7108,889,18
2020-W06,PL-012,8068,808,48
2020-W07,PL-012,17198,822,60
2020-W08,PL-012,15599,841,31
2020-W09,PL-012,6619,481,42
2020-W10,PL-012,15927,591,41
2020-W11,PL-012,5005,742,9
2020-W12,PL-012,19979,632,7
2020-W13,PL-012,11301,613,56
2020-W14,PL-012,6926,846,55
2020-W15,PL-012,8779,443,60
2020-W16,PL-012,17999,617,59
2020-W17,PL-012,6104,860,16
2020-W18,PL-012,19024,705,27
2020-W19,PL-012,17892,645,19
2020-W20,PL-012,13699,782,12
2020-W21,PL-012,5197,883,23
2020-W22,PL-012,14052,798,18
2020-W23,PL-012,10796,499,25
2020-W24,PL-012,19079,636,42
2020-W25,PL-012,17735,504,53
2020-W26,PL-012,18850,490,5
2020-W27,PL-012,6409,444,36
2020-W28,PL-012,10482,475,36
2020-W29,PL-012,17241,603,45
2020-W30,PL-012,10474,781,21
2020-W31,PL-012,18220,896,23
2020-W32,PL-012,12592,873,43
2020-W33,PL-012,8533,518,9
2020-W34,PL-012,14401,726,35
2020-W35,PL-012,8176,854,54
2020-W36,PL-012,15757,442,39
2020-W37,PL-012,7916,585,33
2020-W38,PL-012,5339,539,59
2020-W39,PL-012,17104,488,22
2020-W40,PL-012,18399,479,32
2020-W41,PL-012,5290,726,16
2020-W42,PL-012,19741,586,38
2020-W43,PL-012,13533,649,47
2020-W44,PL-012,18345,637,50
2020-W45,PL-012,9613,447,50
2020-W46,PL-012,18718,874,20
2020-W47,PL-012,15386,744,14
2020-W48,PL-012,18924,509,21
2020-W49,PL-012,10611,694,31
2020-W50,PL-012,7612,610,36
2020-W51,PL-012,18969,875,54
2020-W52,PL-012,5585,852,26
2020-W53,PL-012,8155,800,18
2021-W01,PL-012,12358,759,48
2021-W02,PL-012,19281,587,18
2021-W03,PL-012,9404,700,6
2021-W04,PL-012,17909,474,49
2021-W05,PL-012,14188,485,12
2021-W06,PL-012,6346,863,18
2021-W07,PL-012,14340,693,57
2021-W08,PL-012,6553,829,50
2021-W09,PL-012,19194,723,12
2021-W10,PL-012,16059,800,24
2021-W11,PL-012,15113,451,36
2021-W12,PL-012,7316,862,34
2021-W13,PL-012,10167,799,22
2021-W14,PL-012,16814,663,25
2021-W15,PL-012,12340,663,25
2021-W16,PL-012,16958,565,11
2021-W17,PL-012,13418,899,31
2021-W18,PL-012,9955,545,49
2021-W19,PL-012,9237,567,50
2021-W20,PL-012,14838,506,50
2021-W21,PL-012,19606,793,48
2021-W22,PL-012,14572,550,26
2021-W23,PL-012,7619,553,59
2021-W24,PL-012,13178,556,10
2021-W25,PL-012,18157,465,49
2021-W26,PL-012,7634,753,47
2021-W27,PL-012,6145,499,46
2021-W28,PL-012,5698,597,15
2021-W29,PL-012,9837,750,60
2021-W30,PL-012,15753,430,18
2021-W31,PL-012,6509,443,39
2021-W32,PL-012,9418,671,36
2021-W33,PL-012,8881,464,23
2021-W34,PL-012,15397,490,38
2021-W35,PL-012,9088,453,27
2021-W36,PL-012,12001,589,33
2021-W37,PL-012,12289,438,10
2021-W38,PL-012,12706,673,14
2021-W39,PL-012,14469,400,31
2021-W40,PL-012,15714,654,17
2021-W41,PL-012,7323,686,57
2021-W42,PL-012,17092,457,28
2021-W43,PL-012,16843,721,45
2021-W44,PL-012,9735,703,54
2021-W45,PL-012,12432,453,6
2021-W46,PL-012,9348,838,28
2021-W47,PL-012,15239,628,9
2021-W48,PL-012,11061,746,8
2021-W49,PL-012,11419,701,18
2021-W50,PL-012,19949,728,7
2021-W51,PL-012,15977,847,28
2021-W52,PL-012,10786,505,48
2022-W01,PL-012,13713,573,20
2022-W02,PL-012,18418,826,46
2022-W03,PL-012,15984,840,6
2022-W04,PL-012,8700,461,42
2022-W05,PL-012,14607,620,22
2022-W06,PL-012,5292,508,14
2022-W07,PL-012,17171,696,40
2022-W08,PL-012,16510,756,10
2022-W09,PL-012,19729,870,29
2022-W10,PL-012,8546,544,23
2022-W11,PL-012,15799,605,53
2022-W12,PL-012,16910,753,39
2022-W13,PL-012,19730,791,35
2022-W14,PL-012,14512,875,17
2022-W15,PL-012,12097,750,44
2022-W16,PL-012,6820,844,60
2022-W17,PL-012,14734,721,6
2022-W18,PL-012,17923,701,5
2022-W19,PL-012,9076,838,41
2022-W20,PL-012,16315,750,55
2022-W21,PL-012,9489,884,8
2022-W22,PL-012,12852,621,47
2022-W23,PL-012,16664,644,55
2022-W24,PL-012,5659,536,56
2022-W25,PL-012,12727,849,16
2022-W26,PL-012,12666,416,14
2022-W27,PL-012,6091,881,57
2022-W28,PL-012,7985,782,48
2022-W29,PL-012,7351,562,53
2022-W30,PL-012,13484,559,19
2022-W31,PL-012,17365,834,45
2022-W32,PL-012,11559,452,34
2022-W33,PL-012,14266,627,45
2022-W34,PL-012,16600,620,49
2022-W35,PL-012,19153,805,47
2022-W36,PL-012,15118,731,12
2022-W37,PL-012,6978,511,12
2022-W38,PL-012,6233,885,55
2022-W39,PL-012,12331,805,60
2022-W40,PL-012,13572,444,54
2022-W41,PL-012,12486,556,60
2022-W42,PL-012,14609,715,54
2022-W43,PL-012,17991,846,15
2022-W44,PL-012,12604,650,40
2022-W45,PL-012,6200,445,43
2022-W46,PL-012,8255,449,26
2022-W47,PL-012,14559,430,21
2022-W48,PL-012,10739,796,39
2022-W49,PL-012,14807,667,56
2022-W50,PL-012,11019,872,55
2022-W51,PL-012,15112,766,24
2022-W52,PL-012,19318,691,49
2023-W01,PL-012,8853,767,40
2023-W02,PL-012,13461,794,19
2023-W03,PL-012,7594,689,59
2023-W04,PL-012,11153,719,37
2020-W02,PL-013,1830,2576,43
2020-W03,PL-013,1161,2116,60
2020-W04,PL-013,2299,2023,19
2020-W05,PL-013,651,2426,11
2020-W06,PL-013,2376,3310,27
2020-W07,PL-013,1895,3220,58
2020-W08,PL-013,746,3437,42
2020-W09,PL-013,2769,3231,29
2020-W10,PL-013,1587,2855,16
2020-W11,PL-013,2077,2339,50
2020-W12,PL-013,1763,3630,49
2020-W13,PL-013,1613,3405,9
2020-W14,PL-013,2389,3215,47
2020-W15,PL-013,719,3169,46
2020-W16,PL-013,930,2373,8
2020-W17,PL-013,2754,2980,44
2020-W18,PL-013,1870,3183,55
2020-W19,PL-013,2048,2774,9
2020-W20,PL-013,2308,2104,13
2020-W21,PL-013,1224,3902,11
2020-W22,PL-013,818,2789,5
2020-W23,PL-013,1171,2829,26
2020-W24,PL-013,2599,3486,26
2020-W25,PL-013,2097,2922,36
2020-W26,PL-013,1506,3823,46
2020-W27,PL-013,2003,2777,5
