WO_Number,Asset_ID,MaintenanceType,Failure_Reason,Downtime_Min,MTBF_Hrs,ERP_Asset_Ref
WO-2163401,ASSET-00669,Preventive,,0,,000160000627
WO-2163402,ASSET-00669,Preventive,,0,,000160000627
WO-2163403,ASSET-00669,Preventive,,0,,000160000627
WO-2163404,ASSET-00669,Corrective,SENSOR-FAULT,161,1521,000160000627
WO-2163405,ASSET-00669,Preventive,,0,,000160000627
WO-2163406,ASSET-00669,Corrective,BEARING-FAILURE,195,1214,000160000627
WO-2163407,ASSET-00670,Corrective,DIE-WEAR,231,603,000160000628
WO-2163408,ASSET-00670,Preventive,,0,,000160000628
WO-2163409,ASSET-00670,Preventive,,0,,000160000628
WO-2163410,ASSET-00670,Preventive,,0,,000160000628
WO-2163411,ASSET-00670,Preventive,,0,,000160000628
WO-2163412,ASSET-00670,Preventive,,0,,000160000628
WO-2163413,ASSET-00671,Corrective,CALIBRATION-DRIFT,171,892,000160000629
WO-2163414,ASSET-00671,Corrective,DIE-WEAR,90,350,000160000629
WO-2163415,ASSET-00671,Corrective,CONTROLLER-FAULT,37,395,000160000629
WO-2163416,ASSET-00671,Corrective,HYDRAULIC-LEAK,157,1799,000160000629
WO-2163417,ASSET-00671,Preventive,,0,,000160000629
WO-2163418,ASSET-00671,Preventive,,0,,000160000629
WO-2163419,ASSET-00671,Preventive,,0,,000160000629
WO-2163420,ASSET-00671,Corrective,BEARING-FAILURE,137,694,000160000629
WO-2163421,ASSET-00671,Preventive,,0,,000160000629
WO-2163422,ASSET-00672,Corrective,SENSOR-FAULT,81,1507,000160000630
WO-2163423,ASSET-00672,Preventive,,0,,000160000630
WO-2163424,ASSET-00672,Preventive,,0,,000160000630
WO-2163425,ASSET-00672,Preventive,,0,,000160000630
WO-2163426,ASSET-00672,Preventive,,0,,000160000630
WO-2163427,ASSET-00673,Emergency,DIE-WEAR,167,1813,000160000631
WO-2163428,ASSET-00673,Corrective,HYDRAULIC-LEAK,82,1382,000160000631
WO-2163429,ASSET-00673,Preventive,,0,,000160000631
WO-2163430,ASSET-00673,Preventive,,0,,000160000631
WO-2163431,ASSET-00673,Corrective,SENSOR-FAULT,91,899,000160000631
WO-2163432,ASSET-00673,Corrective,BELT-FAILURE,120,1189,000160000631
WO-2163433,ASSET-00673,Preventive,,0,,000160000631
WO-2163434,ASSET-00673,Preventive,,0,,000160000631
WO-2163435,ASSET-00673,Preventive,,0,,000160000631
WO-2163436,ASSET-00673,Corrective,DIE-WEAR,170,313,000160000631
WO-2163437,ASSET-00674,Preventive,,0,,000160000632
WO-2163438,ASSET-00674,Preventive,,0,,000160000632
WO-2163439,ASSET-00674,Emergency,SPINDLE-SEIZURE,321,668,000160000632
WO-2163440,ASSET-00675,Emergency,PNEUMATIC-LEAK,434,1868,000160000633
WO-2163441,ASSET-00675,Corrective,CONTROLLER-FAULT,54,800,000160000633
WO-2163442,ASSET-00675,Preventive,,0,,000160000633
WO-2163443,ASSET-00675,Preventive,,0,,000160000633
WO-2163444,ASSET-00675,Preventive,,0,,000160000633
WO-2163445,ASSET-00675,Emergency,CONTROLLER-FAULT,346,1362,000160000633
WO-2163446,ASSET-00675,Preventive,,0,,000160000633
WO-2163447,ASSET-00676,Corrective,SPINDLE-SEIZURE,176,639,000160000634
WO-2163448,ASSET-00676,Corrective,PNEUMATIC-LEAK,190,1908,000160000634
WO-2163449,ASSET-00676,Preventive,,0,,000160000634
WO-2163450,ASSET-00676,Preventive,,0,,000160000634
WO-2163451,ASSET-00676,Corrective,CALIBRATION-DRIFT,147,1367,000160000634
WO-2163452,ASSET-00677,Corrective,SPINDLE-SEIZURE,101,806,000160000635
WO-2163453,ASSET-00677,Preventive,,0,,000160000635
WO-2163454,ASSET-00678,Preventive,,0,,000160000636
WO-2163455,ASSET-00678,Emergency,HYDRAULIC-LEAK,208,593,000160000636
WO-2163456,ASSET-00679,Preventive,,0,,000160000637
WO-2163457,ASSET-00679,Corrective,PNEUMATIC-LEAK,164,1173,000160000637
WO-2163458,ASSET-00679,Corrective,DIE-WEAR,50,205,000160000637
WO-2163459,ASSET-00679,Corrective,SPINDLE-SEIZURE,187,1862,000160000637
WO-2163460,ASSET-00679,Preventive,,0,,000160000637
WO-2163461,ASSET-00680,Emergency,PNEUMATIC-LEAK,563,635,000160000638
WO-2163462,ASSET-00680,Emergency,DIE-WEAR,145,618,000160000638
WO-2163463,ASSET-00680,Preventive,,0,,000160000638
WO-2163464,ASSET-00680,Preventive,,0,,000160000638
WO-2163465,ASSET-00680,Preventive,,0,,000160000638
WO-2163466,ASSET-00680,Corrective,BEARING-FAILURE,232,1701,000160000638
WO-2163467,ASSET-00680,Corrective,SENSOR-FAULT,207,1927,000160000638
WO-2163468,ASSET-00680,Corrective,CALIBRATION-DRIFT,191,382,000160000638
WO-2163469,ASSET-00680,Preventive,,0,,000160000638
WO-2163470,ASSET-00681,Corrective,MOTOR-BURNOUT,129,352,000160000639
WO-2163471,ASSET-00681,Preventive,,0,,000160000639
WO-2163472,ASSET-00681,Corrective,PNEUMATIC-LEAK,137,722,000160000639
WO-2163473,ASSET-00681,Preventive,,0,,000160000639
WO-2163474,ASSET-00681,Preventive,,0,,000160000639
WO-2163475,ASSET-00681,Preventive,,0,,000160000639
WO-2163476,ASSET-00681,Preventive,,0,,000160000639
WO-2163477,ASSET-00681,Preventive,,0,,000160000639
WO-2163478,ASSET-00682,Corrective,PNEUMATIC-LEAK,190,1743,000160000640
WO-2163479,ASSET-00682,Preventive,,0,,000160000640
WO-2163480,ASSET-00682,Preventive,,0,,000160000640
WO-2163481,ASSET-00682,Emergency,DIE-WEAR,192,845,000160000640
WO-2163482,ASSET-00682,Corrective,CONTROLLER-FAULT,110,1495,000160000640
WO-2163483,ASSET-00683,Preventive,,0,,000160000641
WO-2163484,ASSET-00683,Emergency,SPINDLE-SEIZURE,330,1233,000160000641
WO-2163485,ASSET-00683,Corrective,SPINDLE-SEIZURE,68,746,000160000641
WO-2163486,ASSET-00683,Preventive,,0,,000160000641
WO-2163487,ASSET-00683,Preventive,,0,,000160000641
WO-2163488,ASSET-00684,Preventive,,0,,000160000642
WO-2163489,ASSET-00684,Preventive,,0,,000160000642
WO-2163490,ASSET-00684,Preventive,,0,,000160000642
WO-2163491,ASSET-00685,Corrective,CALIBRATION-DRIFT,119,213,000160000643
WO-2163492,ASSET-00685,Preventive,,0,,000160000643
WO-2163493,ASSET-00685,Preventive,,0,,000160000643
WO-2163494,ASSET-00685,Preventive,,0,,000160000643
WO-2163495,ASSET-00685,Preventive,,0,,000160000643
WO-2163496,ASSET-00685,Preventive,,0,,000160000643
WO-2163497,ASSET-00685,Preventive,,0,,000160000643
WO-2163498,ASSET-00686,Preventive,,0,,000160000644
WO-2163499,ASSET-00686,Corrective,MOTOR-BURNOUT,119,614,000160000644
WO-2163500,ASSET-00686,Preventive,,0,,000160000644
WO-2163501,ASSET-00686,Preventive,,0,,000160000644
WO-2163502,ASSET-00686,Preventive,,0,,000160000644
WO-2163503,ASSET-00687,Preventive,,0,,000160000645
WO-2163504,ASSET-00687,Corrective,CALIBRATION-DRIFT,93,1358,000160000645
WO-2163505,ASSET-00687,Preventive,,0,,000160000645
WO-2163506,ASSET-00687,Corrective,DIE-WEAR,122,386,000160000645
WO-2163507,ASSET-00687,Preventive,,0,,000160000645
WO-2163508,ASSET-00687,Preventive,,0,,000160000645
WO-2163509,ASSET-00688,Preventive,,0,,000160000646
WO-2163510,ASSET-00688,Preventive,,0,,000160000646
WO-2163511,ASSET-00688,Preventive,,0,,000160000646
WO-2163512,ASSET-00688,Preventive,,0,,000160000646
WO-2163513,ASSET-00688,Corrective,DIE-WEAR,154,780,000160000646
WO-2163514,ASSET-00688,Corrective,SENSOR-FAULT,213,623,000160000646
WO-2163515,ASSET-00688,Preventive,,0,,000160000646
WO-2163516,ASSET-00688,Emergency,PNEUMATIC-LEAK,564,1375,000160000646
WO-2163517,ASSET-00689,Corrective,SENSOR-FAULT,77,452,000160000647
WO-2163518,ASSET-00689,Preventive,,0,,000160000647
WO-2163519,ASSET-00689,Emergency,HYDRAULIC-LEAK,111,702,000160000647
WO-2163520,ASSET-00689,Preventive,,0,,000160000647
WO-2163521,ASSET-00689,Preventive,,0,,000160000647
WO-2163522,ASSET-00689,Preventive,,0,,000160000647
WO-2163523,ASSET-00690,Corrective,CALIBRATION-DRIFT,200,299,000160000648
WO-2163524,ASSET-00690,Preventive,,0,,000160000648
WO-2163525,ASSET-00690,Preventive,,0,,000160000648
WO-2163526,ASSET-00690,Preventive,,0,,000160000648
WO-2163527,ASSET-00690,Emergency,CALIBRATION-DRIFT,164,1253,000160000648
WO-2163528,ASSET-00691,Emergency,PNEUMATIC-LEAK,438,1966,000160000649
WO-2163529,ASSET-00691,Corrective,SPINDLE-SEIZURE,87,718,000160000649
WO-2163530,ASSET-00691,Emergency,CALIBRATION-DRIFT,555,928,000160000649
WO-2163531,ASSET-00692,Corrective,DIE-WEAR,208,1913,000160000650
WO-2163532,ASSET-00692,Preventive,,0,,000160000650
WO-2163533,ASSET-00692,Corrective,SPINDLE-SEIZURE,76,1415,000160000650
WO-2163534,ASSET-00692,Preventive,,0,,000160000650
WO-2163535,ASSET-00692,Preventive,,0,,000160000650
WO-2163536,ASSET-00692,Preventive,,0,,000160000650
WO-2163537,ASSET-00692,Corrective,HYDRAULIC-LEAK,78,1963,000160000650
WO-2163538,ASSET-00692,Emergency,MOTOR-BURNOUT,133,1290,000160000650
WO-2163539,ASSET-00692,Corrective,CALIBRATION-DRIFT,161,1751,000160000650
WO-2163540,ASSET-00692,Corrective,DIE-WEAR,220,1585,000160000650
WO-2163541,ASSET-00692,Preventive,,0,,000160000650
WO-2163542,ASSET-00693,Emergency,CONTROLLER-FAULT,345,611,000160000651
WO-2163543,ASSET-00693,Corrective,PNEUMATIC-LEAK,136,1904,000160000651
WO-2163544,ASSET-00693,Preventive,,0,,000160000651
WO-2163545,ASSET-00693,Preventive,,0,,000160000651
WO-2163546,ASSET-00693,Preventive,,0,,000160000651
WO-2163547,ASSET-00693,Preventive,,0,,000160000651
WO-2163548,ASSET-00693,Preventive,,0,,000160000651
WO-2163549,ASSET-00694,Preventive,,0,,000160000652
WO-2163550,ASSET-00694,Preventive,,0,,000160000652
WO-2163551,ASSET-00694,Emergency,CONTROLLER-FAULT,349,618,000160000652
WO-2163552,ASSET-00694,Preventive,,0,,000160000652
WO-2163553,ASSET-00694,Preventive,,0,,000160000652
WO-2163554,ASSET-00694,Preventive,,0,,000160000652
WO-2163555,ASSET-00694,Corrective,SENSOR-FAULT,222,1781,000160000652
WO-2163556,ASSET-00694,Preventive,,0,,000160000652
WO-2163557,ASSET-00695,Preventive,,0,,000160000653
WO-2163558,ASSET-00695,Preventive,,0,,000160000653
WO-2163559,ASSET-00695,Emergency,BELT-FAILURE,150,753,000160000653
WO-2163560,ASSET-00695,Corrective,HYDRAULIC-LEAK,136,514,000160000653
WO-2163561,ASSET-00695,Preventive,,0,,000160000653
WO-2163562,ASSET-00696,Corrective,SPINDLE-SEIZURE,151,847,000160000654
WO-2163563,ASSET-00696,Emergency,BELT-FAILURE,358,1310,000160000654
WO-2163564,ASSET-00696,Preventive,,0,,000160000654
WO-2163565,ASSET-00696,Emergency,DIE-WEAR,413,1010,000160000654
WO-2163566,ASSET-00696,Corrective,BELT-FAILURE,165,621,000160000654
WO-2163567,ASSET-00697,Corrective,CALIBRATION-DRIFT,133,1223,000160000655
WO-2163568,ASSET-00697,Emergency,CONTROLLER-FAULT,252,1869,000160000655
WO-2163569,ASSET-00697,Corrective,CALIBRATION-DRIFT,237,738,000160000655
WO-2163570,ASSET-00697,Emergency,MOTOR-BURNOUT,473,1270,000160000655
WO-2163571,ASSET-00697,Corrective,PNEUMATIC-LEAK,84,1745,000160000655
WO-2163572,ASSET-00697,Preventive,,0,,000160000655
WO-2163573,ASSET-00697,Corrective,BELT-FAILURE,234,1131,000160000655
WO-2163574,ASSET-00697,Preventive,,0,,000160000655
WO-2163575,ASSET-00697,Corrective,BEARING-FAILURE,203,1546,000160000655
WO-2163576,ASSET-00698,Emergency,CONTROLLER-FAULT,349,1556,000160000656
WO-2163577,ASSET-00698,Corrective,MOTOR-BURNOUT,164,1265,000160000656
WO-2163578,ASSET-00698,Preventive,,0,,000160000656
WO-2163579,ASSET-00698,Corrective,BEARING-FAILURE,172,890,000160000656
WO-2163580,ASSET-00698,Preventive,,0,,000160000656
WO-2163581,ASSET-00699,Corrective,HYDRAULIC-LEAK,225,1232,000160000657
WO-2163582,ASSET-00699,Preventive,,0,,000160000657
WO-2163583,ASSET-00699,Preventive,,0,,000160000657
WO-2163584,ASSET-00699,Preventive,,0,,000160000657
WO-2163585,ASSET-00699,Corrective,BEARING-FAILURE,171,731,000160000657
WO-2163586,ASSET-00699,Corrective,CONTROLLER-FAULT,150,1434,000160000657
WO-2163587,ASSET-00699,Preventive,,0,,000160000657
WO-2163588,ASSET-00700,Emergency,DIE-WEAR,265,876,000160000658
WO-2163589,ASSET-00700,Corrective,HYDRAULIC-LEAK,234,1936,000160000658
WO-2163590,ASSET-00700,Corrective,CONTROLLER-FAULT,192,733,000160000658
WO-2163591,ASSET-00701,Preventive,,0,,000160000659
WO-2163592,ASSET-00701,Preventive,,0,,000160000659
WO-2163593,ASSET-00701,Preventive,,0,,000160000659
WO-2163594,ASSET-00701,Preventive,,0,,000160000659
WO-2163595,ASSET-00701,Corrective,CALIBRATION-DRIFT,119,922,000160000659
WO-2163596,ASSET-00701,Emergency,CALIBRATION-DRIFT,351,1597,000160000659
WO-2163597,ASSET-00701,Corrective,PNEUMATIC-LEAK,150,637,000160000659
WO-2163598,ASSET-00702,Corrective,SENSOR-FAULT,232,1255,000160000660
WO-2163599,ASSET-00702,Preventive,,0,,000160000660
WO-2163600,ASSET-00702,Corrective,PNEUMATIC-LEAK,219,1636,000160000660
WO-2163601,ASSET-00702,Preventive,,0,,000160000660
WO-2163602,ASSET-00702,Emergency,HYDRAULIC-LEAK,217,932,000160000660
WO-2163603,ASSET-00703,Preventive,,0,,000160000661
WO-2163604,ASSET-00703,Preventive,,0,,000160000661
WO-2163605,ASSET-00703,Corrective,BEARING-FAILURE,123,977,000160000661
WO-2163606,ASSET-00703,Preventive,,0,,000160000661
WO-2163607,ASSET-00703,Preventive,,0,,000160000661
WO-2163608,ASSET-00703,Preventive,,0,,000160000661
WO-2163609,ASSET-00703,Corrective,SENSOR-FAULT,120,1209,000160000661
WO-2163610,ASSET-00704,Corrective,PNEUMATIC-LEAK,129,729,000160000662
WO-2163611,ASSET-00704,Corrective,CONTROLLER-FAULT,100,1136,000160000662
WO-2163612,ASSET-00704,Preventive,,0,,000160000662
WO-2163613,ASSET-00705,Preventive,,0,,000160000663
WO-2163614,ASSET-00705,Preventive,,0,,000160000663
WO-2163615,ASSET-00706,Preventive,,0,,000160000664
WO-2163616,ASSET-00706,Emergency,SPINDLE-SEIZURE,398,815,000160000664
WO-2163617,ASSET-00706,Corrective,CALIBRATION-DRIFT,229,992,000160000664
WO-2163618,ASSET-00706,Emergency,CONTROLLER-FAULT,289,1028,000160000664
WO-2163619,ASSET-00706,Corrective,BEARING-FAILURE,175,763,000160000664
WO-2163620,ASSET-00706,Preventive,,0,,000160000664
WO-2163621,ASSET-00706,Corrective,DIE-WEAR,239,497,000160000664
WO-2163622,ASSET-00707,Preventive,,0,,000160000665
WO-2163623,ASSET-00707,Preventive,,0,,000160000665
WO-2163624,ASSET-00707,Corrective,BELT-FAILURE,106,1853,000160000665
WO-2163625,ASSET-00707,Preventive,,0,,000160000665
WO-2163626,ASSET-00707,Preventive,,0,,000160000665
WO-2163627,ASSET-00708,Preventive,,0,,000160000666
WO-2163628,ASSET-00708,Preventive,,0,,000160000666
WO-2163629,ASSET-00708,Preventive,,0,,000160000666
WO-2163630,ASSET-00708,Preventive,,0,,000160000666
WO-2163631,ASSET-00708,Preventive,,0,,000160000666
WO-2163632,ASSET-00708,Preventive,,0,,000160000666
WO-2163633,ASSET-00708,Corrective,PNEUMATIC-LEAK,82,860,000160000666
WO-2163634,ASSET-00708,Preventive,,0,,000160000666
WO-2163635,ASSET-00708,Preventive,,0,,000160000666
WO-2163636,ASSET-00709,Corrective,HYDRAULIC-LEAK,53,521,000160000667
WO-2163637,ASSET-00709,Preventive,,0,,000160000667
WO-2163638,ASSET-00709,Preventive,,0,,000160000667
WO-2163639,ASSET-00710,Preventive,,0,,000160000668
WO-2163640,ASSET-00710,Preventive,,0,,000160000668
WO-2163641,ASSET-00710,Emergency,CONTROLLER-FAULT,106,1882,000160000668
WO-2163642,ASSET-00710,Preventive,,0,,000160000668
WO-2163643,ASSET-00710,Corrective,MOTOR-BURNOUT,174,1522,000160000668
WO-2163644,ASSET-00710,Corrective,BELT-FAILURE,73,954,000160000668
WO-2163645,ASSET-00711,Preventive,,0,,000160000669
WO-2163646,ASSET-00711,Corrective,BEARING-FAILURE,105,401,000160000669
WO-2163647,ASSET-00711,Preventive,,0,,000160000669
WO-2163648,ASSET-00711,Preventive,,0,,000160000669
WO-2163649,ASSET-00712,Corrective,MOTOR-BURNOUT,211,1824,000160000670
WO-2163650,ASSET-00712,Preventive,,0,,000160000670
WO-2163651,ASSET-00712,Corrective,MOTOR-BURNOUT,51,471,000160000670
WO-2163652,ASSET-00712,Preventive,,0,,000160000670
WO-2163653,ASSET-00712,Corrective,DIE-WEAR,133,1842,000160000670
WO-2163654,ASSET-00712,Corrective,BELT-FAILURE,75,1397,000160000670
WO-2163655,ASSET-00712,Corrective,CALIBRATION-DRIFT,46,1189,000160000670
WO-2163656,ASSET-00713,Corrective,SPINDLE-SEIZURE,213,1852,000160000671
WO-2163657,ASSET-00713,Preventive,,0,,000160000671
WO-2163658,ASSET-00713,Preventive,,0,,000160000671
WO-2163659,ASSET-00714,Preventive,,0,,000160000672
WO-2163660,ASSET-00714,Corrective,DIE-WEAR,80,424,000160000672
WO-2163661,ASSET-00714,Corrective,PNEUMATIC-LEAK,99,1926,000160000672
WO-2163662,ASSET-00714,Preventive,,0,,000160000672
WO-2163663,ASSET-00714,Preventive,,0,,000160000672
WO-2163664,ASSET-00714,Emergency,PNEUMATIC-LEAK,361,860,000160000672
WO-2163665,ASSET-00714,Corrective,PNEUMATIC-LEAK,153,1408,000160000672
WO-2163666,ASSET-00714,Preventive,,0,,000160000672
WO-2163667,ASSET-00715,Emergency,DIE-WEAR,157,656,000160000673
WO-2163668,ASSET-00715,Corrective,DIE-WEAR,117,1763,000160000673
WO-2163669,ASSET-00715,Corrective,MOTOR-BURNOUT,199,1267,000160000673
WO-2163670,ASSET-00715,Preventive,,0,,000160000673
WO-2163671,ASSET-00715,Preventive,,0,,000160000673
WO-2163672,ASSET-00716,Preventive,,0,,000160000674
WO-2163673,ASSET-00716,Corrective,CONTROLLER-FAULT,231,276,000160000674
WO-2163674,ASSET-00716,Preventive,,0,,000160000674
WO-2163675,ASSET-00716,Preventive,,0,,000160000674
WO-2163676,ASSET-00716,Corrective,CONTROLLER-FAULT,69,381,000160000674
WO-2163677,ASSET-00716,Emergency,CONTROLLER-FAULT,590,281,000160000674
WO-2163678,ASSET-00716,Preventive,,0,,000160000674
WO-2163679,ASSET-00717,Preventive,,0,,000160000675
WO-2163680,ASSET-00717,Preventive,,0,,000160000675
WO-2163681,ASSET-00717,Emergency,SENSOR-FAULT,252,913,000160000675
WO-2163682,ASSET-00717,Preventive,,0,,000160000675
WO-2163683,ASSET-00717,Emergency,MOTOR-BURNOUT,285,1875,000160000675
WO-2163684,ASSET-00717,Emergency,CONTROLLER-FAULT,65,1742,000160000675
WO-2163685,ASSET-00717,Corrective,SPINDLE-SEIZURE,70,432,000160000675
WO-2163686,ASSET-00717,Preventive,,0,,000160000675
WO-2163687,ASSET-00717,Preventive,,0,,000160000675
WO-2163688,ASSET-00717,Corrective,SPINDLE-SEIZURE,192,1869,000160000675
WO-2163689,ASSET-00717,Preventive,,0,,000160000675
WO-2163690,ASSET-00718,Preventive,,0,,000160000676
WO-2163691,ASSET-00718,Corrective,PNEUMATIC-LEAK,100,507,000160000676
WO-2163692,ASSET-00718,Corrective,MOTOR-BURNOUT,166,1940,000160000676
WO-2163693,ASSET-00718,Corrective,SENSOR-FAULT,82,1807,000160000676
WO-2163694,ASSET-00718,Corrective,PNEUMATIC-LEAK,170,1941,000160000676
WO-2163695,ASSET-00718,Preventive,,0,,000160000676
WO-2163696,ASSET-00719,Corrective,CONTROLLER-FAULT,165,1404,000160000677
WO-2163697,ASSET-00719,Corrective,SPINDLE-SEIZURE,204,1560,000160000677
WO-2163698,ASSET-00719,Preventive,,0,,000160000677
WO-2163699,ASSET-00719,Preventive,,0,,000160000677
WO-2163700,ASSET-00719,Preventive,,0,,000160000677
WO-2163701,ASSET-00719,Preventive,,0,,000160000677
WO-2163702,ASSET-00719,Corrective,MOTOR-BURNOUT,232,1446,000160000677
WO-2163703,ASSET-00719,Preventive,,0,,000160000677
WO-2163704,ASSET-00719,Corrective,DIE-WEAR,206,804,000160000677
WO-2163705,ASSET-00719,Corrective,BEARING-FAILURE,80,656,000160000677
WO-2163706,ASSET-00719,Preventive,,0,,000160000677
WO-2163707,ASSET-00720,Preventive,,0,,000160000678
WO-2163708,ASSET-00720,Corrective,PNEUMATIC-LEAK,46,284,000160000678
WO-2163709,ASSET-00720,Preventive,,0,,000160000678
WO-2163710,ASSET-00721,Corrective,CALIBRATION-DRIFT,142,1478,000160000679
WO-2163711,ASSET-00721,Corrective,SENSOR-FAULT,161,1931,000160000679
WO-2163712,ASSET-00721,Preventive,,0,,000160000679
WO-2163713,ASSET-00721,Corrective,CONTROLLER-FAULT,123,924,000160000679
WO-2163714,ASSET-00721,Preventive,,0,,000160000679
WO-2163715,ASSET-00722,Preventive,,0,,000160000680
WO-2163716,ASSET-00722,Preventive,,0,,000160000680
WO-2163717,ASSET-00722,Corrective,BEARING-FAILURE,132,1539,000160000680
WO-2163718,ASSET-00722,Preventive,,0,,000160000680
WO-2163719,ASSET-00722,Corrective,SENSOR-FAULT,88,603,000160000680
WO-2163720,ASSET-00722,Corrective,BELT-FAILURE,145,1878,000160000680
WO-2163721,ASSET-00722,Preventive,,0,,000160000680
WO-2163722,ASSET-00723,Emergency,MOTOR-BURNOUT,218,1697,000160000681
WO-2163723,ASSET-00723,Preventive,,0,,000160000681
WO-2163724,ASSET-00723,Emergency,SPINDLE-SEIZURE,327,206,000160000681
WO-2163725,ASSET-00723,Corrective,CONTROLLER-FAULT,91,1070,000160000681
WO-2163726,ASSET-00724,Corrective,CALIBRATION-DRIFT,55,1767,000160000682
WO-2163727,ASSET-00724,Corrective,BEARING-FAILURE,225,648,000160000682
WO-2163728,ASSET-00724,Corrective,BELT-FAILURE,145,1166,000160000682
WO-2163729,ASSET-00725,Emergency,CALIBRATION-DRIFT,584,240,000160000683
WO-2163730,ASSET-00725,Preventive,,0,,000160000683
WO-2163731,ASSET-00725,Preventive,,0,,000160000683
WO-2163732,ASSET-00725,Preventive,,0,,000160000683
WO-2163733,ASSET-00725,Preventive,,0,,000160000683
WO-2163734,ASSET-00725,Preventive,,0,,000160000683
WO-2163735,ASSET-00726,Preventive,,0,,000160000684
WO-2163736,ASSET-00726,Corrective,BEARING-FAILURE,148,701,000160000684
WO-2163737,ASSET-00726,Corrective,SPINDLE-SEIZURE,127,1651,000160000684
WO-2163738,ASSET-00727,Preventive,,0,,000160000685
WO-2163739,ASSET-00727,Corrective,MOTOR-BURNOUT,33,1406,000160000685
WO-2163740,ASSET-00727,Preventive,,0,,000160000685
WO-2163741,ASSET-00727,Preventive,,0,,000160000685
WO-2163742,ASSET-00728,Corrective,DIE-WEAR,119,1371,000160000686
WO-2163743,ASSET-00728,Preventive,,0,,000160000686
WO-2163744,ASSET-00728,Preventive,,0,,000160000686
WO-2163745,ASSET-00728,Emergency,SPINDLE-SEIZURE,403,956,000160000686
WO-2163746,ASSET-00728,Corrective,HYDRAULIC-LEAK,118,1664,000160000686
WO-2163747,ASSET-00729,Preventive,,0,,000160000687
WO-2163748,ASSET-00729,Preventive,,0,,000160000687
WO-2163749,ASSET-00729,Preventive,,0,,000160000687
WO-2163750,ASSET-00729,Preventive,,0,,000160000687
WO-2163751,ASSET-00729,Emergency,BEARING-FAILURE,404,1337,000160000687
WO-2163752,ASSET-00730,Corrective,SPINDLE-SEIZURE,92,1919,000160000688
WO-2163753,ASSET-00730,Emergency,SENSOR-FAULT,480,887,000160000688
WO-2163754,ASSET-00730,Corrective,MOTOR-BURNOUT,125,1730,000160000688
WO-2163755,ASSET-00730,Corrective,SENSOR-FAULT,148,1915,000160000688
WO-2163756,ASSET-00730,Corrective,DIE-WEAR,128,388,000160000688
WO-2163757,ASSET-00730,Emergency,BEARING-FAILURE,217,256,000160000688
WO-2163758,ASSET-00731,Emergency,BEARING-FAILURE,534,238,000160000689
WO-2163759,ASSET-00731,Preventive,,0,,000160000689
WO-2163760,ASSET-00731,Corrective,CALIBRATION-DRIFT,159,890,000160000689
WO-2163761,ASSET-00732,Corrective,SENSOR-FAULT,52,752,000160000690
WO-2163762,ASSET-00732,Preventive,,0,,000160000690
WO-2163763,ASSET-00732,Corrective,CALIBRATION-DRIFT,111,1479,000160000690
WO-2163764,ASSET-00732,Preventive,,0,,000160000690
WO-2163765,ASSET-00732,Corrective,MOTOR-BURNOUT,141,1573,000160000690
WO-2163766,ASSET-00732,Corrective,CALIBRATION-DRIFT,231,1201,000160000690
WO-2163767,ASSET-00733,Preventive,,0,,000160000691
WO-2163768,ASSET-00734,Preventive,,0,,000160000692
WO-2163769,ASSET-00734,Preventive,,0,,000160000692
WO-2163770,ASSET-00735,Preventive,,0,,000160000693
WO-2163771,ASSET-00735,Preventive,,0,,000160000693
WO-2163772,ASSET-00735,Emergency,CALIBRATION-DRIFT,353,741,000160000693
WO-2163773,ASSET-00735,Corrective,SENSOR-FAULT,184,1764,000160000693
WO-2163774,ASSET-00735,Preventive,,0,,000160000693
WO-2163775,ASSET-00736,Corrective,SENSOR-FAULT,55,1291,000160000694
WO-2163776,ASSET-00736,Corrective,MOTOR-BURNOUT,155,1459,000160000694
WO-2163777,ASSET-00736,Corrective,MOTOR-BURNOUT,53,941,000160000694
WO-2163778,ASSET-00736,Preventive,,0,,000160000694
WO-2163779,ASSET-00736,Corrective,MOTOR-BURNOUT,50,1748,000160000694
WO-2163780,ASSET-00736,Preventive,,0,,000160000694
WO-2163781,ASSET-00736,Preventive,,0,,000160000694
WO-2163782,ASSET-00736,Preventive,,0,,000160000694
WO-2163783,ASSET-00737,Preventive,,0,,000160000695
WO-2163784,ASSET-00737,Corrective,DIE-WEAR,86,1417,000160000695
WO-2163785,ASSET-00737,Corrective,SENSOR-FAULT,180,1195,000160000695
WO-2163786,ASSET-00737,Preventive,,0,,000160000695
WO-2163787,ASSET-00737,Preventive,,0,,000160000695
WO-2163788,ASSET-00738,Preventive,,0,,000160000696
WO-2163789,ASSET-00738,Preventive,,0,,000160000696
WO-2163790,ASSET-00738,Corrective,MOTOR-BURNOUT,178,210,000160000696
WO-2163791,ASSET-00738,Preventive,,0,,000160000696
WO-2163792,ASSET-00738,Preventive,,0,,000160000696
WO-2163793,ASSET-00738,Emergency,SENSOR-FAULT,190,1767,000160000696
WO-2163794,ASSET-00739,Corrective,BELT-FAILURE,158,1883,000160000697
WO-2163795,ASSET-00739,Corrective,DIE-WEAR,39,1122,000160000697
WO-2163796,ASSET-00739,Preventive,,0,,000160000697
WO-2163797,ASSET-00739,Preventive,,0,,000160000697
WO-2163798,ASSET-00739,Corrective,BELT-FAILURE,103,1806,000160000697
WO-2163799,ASSET-00740,Corrective,BELT-FAILURE,214,931,000160000698
