CharID,Station,Reading,USL,LSL
K1422,S04,40.346,40.972,39.485
K1422,S04,40.232,40.972,39.485
K1422,S04,40.411,40.972,39.485
K1422,S04,40.102,40.972,39.485
K1422,S04,40.263,40.972,39.485
K1423,S01,62.207,65.725,58.594
K1423,S01,63.313,65.725,58.594
K1423,S01,62.113,65.725,58.594
K1423,S01,61.636,65.725,58.594
K1424,S01,185.767,188.937,185.422
K1424,S01,187.58,188.937,185.422
K1424,S01,186.163,188.937,185.422
K1424,S01,188.745,188.937,185.422
K1424,S01,188.156,188.937,185.422
K1425,S02,88.207,89.965,84.346
K1425,S02,87.766,89.965,84.346
K1425,S02,86.327,89.965,84.346
K1425,S02,85.962,89.965,84.346
K1425,S02,86.842,89.965,84.346
K1426,S01,167.882,171.647,163.069
K1426,S01,167.173,171.647,163.069
K1426,S01,166.767,171.647,163.069
K1427,S01,26.688,29.814,23.633
K1427,S01,26.723,29.814,23.633
K1427,S01,28.371,29.814,23.633
K1428,S02,36.284,37.219,31.429
K1428,S02,33.9,37.219,31.429
K1429,S02,25.509,30.652,21.867
K1429,S02,25.019,30.652,21.867
K1430,S02,53.115,57.034,47.424
K1430,S02,53.866,57.034,47.424
K1431,S03,36.122,36.896,35.219
K1431,S03,36.504,36.896,35.219
K1431,S03,36.486,36.896,35.219
K1432,S03,94.053,94.943,93.101
K1432,S03,94.013,94.943,93.101
K1432,S03,93.698,94.943,93.101
K1432,S03,93.999,94.943,93.101
K1432,S03,93.915,94.943,93.101
K1433,S03,170.648,174.445,169.382
K1433,S03,172.25,174.445,169.382
K1433,S03,170.694,174.445,169.382
K1434,S04,135.108,136.214,133.628
K1434,S04,134.532,136.214,133.628
K1434,S04,134.83,136.214,133.628
K1435,S01,193.264,195.578,190.099
K1435,S01,192.941,195.578,190.099
K1435,S01,193.045,195.578,190.099
K1435,S01,193.501,195.578,190.099
K1436,S01,47.806,49.23,44.825
K1436,S01,48.566,49.23,44.825
K1436,S01,47.433,49.23,44.825
K1436,S01,47.07,49.23,44.825
K1437,S02,9.623,15.741,7.721
K1437,S02,12.4,15.741,7.721
K1437,S02,11.251,15.741,7.721
K1437,S02,9.918,15.741,7.721
K1438,S02,18.084,20.78,16.328
K1438,S02,17.633,20.78,16.328
K1439,S03,159.842,163.093,157.187
K1439,S03,159.223,163.093,157.187
K1440,S03,43.817,48.035,40.115
K1440,S03,44.18,48.035,40.115
K1440,S03,43.667,48.035,40.115
K1441,S03,96.27,98.186,94.573
K1441,S03,96.532,98.186,94.573
K1441,S03,96.407,98.186,94.573
K1441,S03,96.355,98.186,94.573
K1442,S01,29.217,30.038,28.852
K1442,S01,29.339,30.038,28.852
K1443,S01,149.764,154.144,144.991
K1443,S01,152.054,154.144,144.991
K1444,S02,36.999,39.621,34.375
K1444,S02,37.007,39.621,34.375
K1444,S02,36.766,39.621,34.375
K1444,S02,37.088,39.621,34.375
K1445,S02,197.965,199.173,197.391
K1445,S02,198.236,199.173,197.391
K1445,S02,198.161,199.173,197.391
K1445,S02,198.142,199.173,197.391
K1445,S02,198.335,199.173,197.391
K1446,S01,181.049,184.442,178.444
K1446,S01,181.406,184.442,178.444
K1446,S01,181.583,184.442,178.444
K1446,S01,182.173,184.442,178.444
K1446,S01,181.672,184.442,178.444
K1447,S01,142.084,145.637,137.32
K1447,S01,143.278,145.637,137.32
K1447,S01,141.05,145.637,137.32
K1448,S02,115.475,116.241,114.563
K1448,S02,115.65,116.241,114.563
K1449,S01,50.671,55.201,45.301
K1449,S01,50.223,55.201,45.301
K1449,S01,49.978,55.201,45.301
K1449,S01,49.742,55.201,45.301
K1449,S01,50.953,55.201,45.301
K1450,S01,145.315,150.389,145.247
K1450,S01,146.03,150.389,145.247
K1451,S02,75.201,79.662,71.574
K1451,S02,75.661,79.662,71.574
K1452,S02,153.007,154.324,151.745
K1452,S02,153.024,154.324,151.745
K1452,S02,152.893,154.324,151.745
K1452,S02,153.172,154.324,151.745
K1453,S02,180.752,183.849,177.446
K1453,S02,180.786,183.849,177.446
K1454,S03,178.936,182.545,175.472
K1454,S03,178.632,182.545,175.472
K1455,S03,194.755,198.768,192.172
K1455,S03,195.707,198.768,192.172
K1455,S03,195.179,198.768,192.172
K1456,S04,70.9,72.713,68.448
K1456,S04,71.29,72.713,68.448
K1456,S04,70.395,72.713,68.448
K1456,S04,69.928,72.713,68.448
K1457,S04,27.489,29.383,24.493
K1457,S04,27.572,29.383,24.493
K1458,S01,141.441,142.506,138.321
K1458,S01,140.653,142.506,138.321
K1459,S01,171.296,174.464,168.819
K1459,S01,171.077,174.464,168.819
K1459,S01,172.055,174.464,168.819
K1459,S01,171.075,174.464,168.819
K1459,S01,172.566,174.464,168.819
K1460,S01,146.942,150.38,141.671
K1460,S01,145.725,150.38,141.671
K1460,S01,146.565,150.38,141.671
K1461,S02,125.061,127.989,121.33
K1461,S02,125.872,127.989,121.33
K1462,S02,89.542,94.118,85.368
K1462,S02,91.22,94.118,85.368
K1462,S02,89.974,94.118,85.368
K1462,S02,90.191,94.118,85.368
K1462,S02,89.707,94.118,85.368
K1463,S02,75.561,80.005,70.118
K1463,S02,76.018,80.005,70.118
K1463,S02,73.429,80.005,70.118
K1463,S02,75.858,80.005,70.118
K1464,S01,83.916,84.415,83.11
K1464,S01,83.643,84.415,83.11
K1464,S01,83.735,84.415,83.11
K1465,S02,60.532,62.072,59.024
K1465,S02,59.844,62.072,59.024
K1465,S02,60.873,62.072,59.024
K1466,S02,59.329,59.803,58.537
K1466,S02,58.796,59.803,58.537
K1466,S02,58.674,59.803,58.537
K1466,S02,59.637,59.803,58.537
K1467,S02,66.933,67.596,66.379
K1467,S02,66.947,67.596,66.379
K1467,S02,66.902,67.596,66.379
K1467,S02,66.823,67.596,66.379
K1467,S02,67.029,67.596,66.379
K1468,S03,71.744,77.473,68.561
K1468,S03,74.065,77.473,68.561
K1468,S03,72.231,77.473,68.561
K1468,S03,73.535,77.473,68.561
K1469,S03,175.915,178.278,172.695
K1469,S03,175.425,178.278,172.695
K1470,S03,163.545,167.569,159.766
K1470,S03,164.344,167.569,159.766
K1471,S01,98.569,100.695,95.993
K1471,S01,98.267,100.695,95.993
K1471,S01,97.632,100.695,95.993
K1471,S01,100.235,100.695,95.993
K1472,S01,117.521,118.485,112.351
K1472,S01,116.859,118.485,112.351
K1473,S01,37.629,41.537,36.57
K1473,S01,39.204,41.537,36.57
K1473,S01,37.793,41.537,36.57
K1474,S02,106.138,108.3,102.036
K1474,S02,105.396,108.3,102.036
K1475,S02,29.704,33.657,28.142
K1475,S02,31.624,33.657,28.142
K1475,S02,31.237,33.657,28.142
K1476,S02,35.42,39.464,33.221
K1476,S02,34.205,39.464,33.221
K1476,S02,33.437,39.464,33.221
K1476,S02,35.897,39.464,33.221
K1476,S02,35.663,39.464,33.221
K1477,S03,84.189,86.289,82.307
K1477,S03,84.123,86.289,82.307
K1477,S03,84.523,86.289,82.307
