Werk,Anlagennummer,Anlagenbezeichnung,Kostenstelle,Anschaffungswert,Hersteller
P1160,000170000748,Overhead Gantry Loader,CC-4837,141977.36,AIDA
P1160,000170000749,Laser Welding Cell,CC-4837,360285.81,KUKA
P1160,000170000750,Adhesive Dispensing Unit,CC-4836,61849.36,Lincoln Electric
P1160,000170000751,Laser Welding Cell,CC-4836,362636.63,ABB Robotics
P1160,000170000752,Dimensional Measurement Arm,CC-4837,90669.73,Hexagon
P1160,000170000753,Battery Pack Assembly Cell,CC-4837,350163.70,KUKA
P1160,000170000754,Palletizing Robot,CC-4836,98739.96,Eisenmann SE
P1160,000170000755,Vision Inspection Station,CC-4839,78243.86,Yaskawa Motoman
P1160,000170000756,Paint Application Robot,CC-4838,215230.92,Rockwell Automation
P1160,000170000757,Automated Guided Vehicle,CC-4839,113149.85,Yaskawa Motoman
P1160,000170000758,CNC Machining Center,CC-4839,393776.74,KUKA AG
P1160,000170000759,Final Functional Test Bench,CC-4836,133659.85,kuka ag
P1160,000170000760,Screw Fastening Station,CC-4838,25870.95,kuka ag
P1160,000170000761,Stamping Press,CC-4837,490368.59,KUKA AG
P1160,000170000762,Wheel Alignment Rig,CC-4838,40109.08,FANUC
P1160,000170000763,Ultrasonic Welding Station,CC-4837,57944.87,Lincoln Electric
P1160,000170000764,Adhesive Dispensing Unit,CC-4836,59202.47,ABB ROBOTICS
P1160,000170000765,Wheel Alignment Rig,CC-4838,45980.46,KUKA
P1160,000170000766,Adhesive Dispensing Unit,CC-4838,87339.32,Atlas Copco
P1160,000170000767,Stamping Press,CC-4839,392828.92,KUKA
P1160,000170000768,Hydraulic Press,CC-4839,128994.84,Haas Automation
P1160,000170000769,Coil Winding Machine,CC-4839,125984.27,KUKA
P1160,000170000770,Wheel Alignment Rig,CC-4838,75414.23,Lincoln Electric
P1160,000170000771,Battery Pack Assembly Cell,CC-4838,424464.54,KUKA
P1160,000170000772,Wheel Alignment Rig,CC-4839,47382.00,FANUC Corporation
P1160,000170000773,Final Functional Test Bench,CC-4838,145364.00,INGERSOLL RAND
P1160,000170000774,Induction Heating Unit,CC-4838,74057.30,kuka ag
P1160,000170000775,Battery Pack Assembly Cell,CC-4838,574722.91,Dematic
P1160,000170000776,Palletizing Robot,CC-4837,124776.86,Abb Robotics
P1160,000170000777,Ultrasonic Welding Station,CC-4836,58264.91,ABB Robotics
P1160,000170000778,Torque Application Unit,CC-4838,29604.43,Bosch Rexroth
P1160,000170000779,CNC Machining Center,CC-4839,263896.12,ABB Robotics
P1160,000170000780,Palletizing Robot,CC-4836,73429.38,Carl Zeiss Industrial Metrology
P1160,000170000781,Screw Fastening Station,CC-4837,35299.81,KUKA AG
P1160,000170000782,Laser Welding Cell,CC-4838,381602.84,KUKA
P1160,000170000783,Stamping Press,CC-4837,857235.64,Kuka Ag
P1160,000170000784,Laser Welding Cell,CC-4837,195791.33,Mazak Corporation
P1160,000170000785,Final Functional Test Bench,CC-4839,177360.61,abb robotics
P1160,000170000786,Adhesive Dispensing Unit,CC-4838,71741.87,KUKA AG
P1160,000170000787,Paint Application Robot,,259223.07,Schneider Electric
P1160,000170000788,Laser Welding Cell,CC-4839,359927.64,Haas Automation
P1160,000170000789,,CC-4839,63151.29,Comau
P1160,000170000790,Adhesive Dispensing Unit,CC-4839,80458.62,Kuka Ag
P1160,000170000791,Laser Welding Cell,CC-4837,259716.65,KUKA
P1160,000170000792,Conveyor System,CC-4838,96058.23,KUKA
P1160,000170000793,Palletizing Robot,,119625.67,Haas Automation
P1160,000170000794,Assembly Torque Wrench Station,CC-4837,29561.51,DMG MORI
P1160,000170000795,Vision Inspection Station,CC-4839,66362.73,ABB ROBOTICS
P1160,000170000796,Adhesive Dispensing Unit,CC-4839,51252.13,KUKA AG
P1160,000170000797,Vision Inspection Station,CC-4837,39726.41,YASKAWA MOTOMAN
P1160,000170000798,Automated Guided Vehicle,CC-4838,77329.57,ABB
P1160,000170000799,Leak Test Station,CC-4839,67356.73,ABB Robotics
P1160,000170000800,Robotic Welding Cell,CC-4839,182732.19,Rockwell Automation
P1160,000170000801,Conveyor System,CC-4836,144176.75,AIDA Engineering
P1160,000170000802,Assembly Torque Wrench Station,CC-4838,23202.94,ABB Robotics
P1160,000170000803,,CC-4837,40743.43,KUKA AG
P1160,000170000804,Wheel Alignment Rig,CC-4839,57834.73,KUKA AG
P1160,000170000805,Leak Test Station,CC-4838,61621.58,AIDA Engineering
P1160,000170000806,Hydraulic Press,CC-4838,290495.97,FANUC Corporation
P1160,000170000807,,CC-4837,128314.91,KUKA
P1160,000170000808,Paint Application Robot,CC-4837,309563.71,DMG MORI
P1160,000170000809,Palletizing Robot,CC-4839,98857.21,FANUC Corporation
P1160,000170000810,Torque Application Unit,CC-4837,18973.29,KUKA AG
P1160,000170000811,Screw Fastening Station,CC-4838,12120.88,FANUC Corporation
P1160,000170000812,Overhead Gantry Loader,CC-4836,85706.11,KUKA AG
P1160,000170000813,Conveyor System,CC-4838,51431.73,fanuc corporation
P1160,000170000814,Robotic Welding Cell,CC-4836,136466.19,AIDA
P1160,000170000815,Screw Fastening Station,CC-4837,17719.07,KUKA AG
P1160,000170000816,Overhead Gantry Loader,CC-4836,66186.92,FANUC
P1160,000170000817,Adhesive Dispensing Unit,,64596.12,Durr AG
P1160,000170000818,Ultrasonic Welding Station,CC-4839,39091.18,DMG MORI
P1160,000170000819,Riveting Station,CC-4837,65796.82,kuka ag
P1160,000170000820,Wheel Alignment Rig,CC-4838,38632.56,abb robotics
P1160,000170000821,Injection Molding Machine,,356455.30,Yaskawa Motoman
P1160,000170000822,Leak Test Station,CC-4837,27076.96,fanuc corporation
P1160,000170000823,Induction Heating Unit,CC-4839,71913.73,FANUC
P1160,000170000824,Battery Pack Assembly Cell,CC-4839,547422.42,FANUC CORPORATION
P1160,000170000825,Injection Molding Machine,CC-4839,336065.12,Schneider
P1160,000170000826,Torque Application Unit,CC-4839,17264.24,abb robotics
P1160,000170000827,Hydraulic Press,CC-4839,139853.87,Mazak
P1160,000170000828,Induction Heating Unit,CC-4838,57630.20,lincoln electric
P1160,000170000829,Battery Pack Assembly Cell,CC-4837,410579.52,KUKA
P1160,000170000830,,CC-4838,423759.50,DMG MORI
P1160,000170000831,Conveyor System,CC-4839,91079.21,Schuler Group
P1160,000170000832,Hydraulic Press,CC-4839,129352.27,KUKA AG
P1160,000170000833,,CC-4837,29542.76,Ingersoll Rand
P1160,000170000834,Induction Heating Unit,CC-4837,55180.67,Dematic
P1160,000170000835,Automated Guided Vehicle,CC-4837,60185.35,Schneider
P1160,000170000836,Leak Test Station,CC-4838,29086.04,KUKA AG
P1160,000170000837,Hydraulic Press,CC-4836,170516.59,FANUC
P1160,000170000838,Robotic Welding Cell,CC-4837,242766.37,FANUC
P1160,000170000839,Torque Application Unit,CC-4839,39218.22,ABB Robotics
P1160,000170000840,CNC Machining Center,CC-4836,338573.13,KUKA AG
P1160,000170000841,CNC Machining Center,CC-4836,287642.16,KUKA AG
P1160,000170000842,Leak Test Station,,30881.23,KUKA AG
P1160,000170000843,Palletizing Robot,CC-4837,90352.69,FANUC
P1160,000170000844,Stamping Press,CC-4837,895545.16,Yaskawa Motoman
P1160,000170000845,Automated Guided Vehicle,CC-4839,68078.49,Eisenmann
P1160,000170000846,Hydraulic Press,CC-4837,252968.96,KUKA AG
P1160,000170000847,Stamping Press,CC-4836,805803.45,KUKA
P1160,000170000848,Stamping Press,CC-4836,934615.08,KUKA
P1160,000170000849,Wheel Alignment Rig,CC-4837,57623.81,durr ag
P1160,000170000850,Induction Heating Unit,CC-4836,83448.32,KUKA AG
P1160,000170000851,Final Functional Test Bench,CC-4839,165351.45,Bosch
P1160,000170000852,Vision Inspection Station,CC-4836,89747.51,Ingersoll Rand
P1160,000170000853,Conveyor System,CC-4838,118243.72,Comau
P1160,000170000854,Battery Pack Assembly Cell,CC-4839,319160.71,ABB
P1160,000170000855,,CC-4836,40829.77,Schneider Electric
P1160,000170000856,Wheel Alignment Rig,CC-4838,83973.45,FANUC Corporation
P1160,000170000857,Screw Fastening Station,CC-4839,38592.94,Yaskawa Motoman
P1160,000170000858,Assembly Torque Wrench Station,CC-4836,11168.67,Dematic
P1160,000170000859,Wheel Alignment Rig,CC-4839,56331.33,FANUC Corporation
P1160,000170000860,Coil Winding Machine,CC-4839,209014.21,DMG MORI
P1160,000170000861,Overhead Gantry Loader,CC-4839,154694.54,Eisenmann
P1160,000170000862,Adhesive Dispensing Unit,CC-4838,49835.72,FANUC CORPORATION
P1160,000170000863,Vision Inspection Station,CC-4837,43322.13,Yaskawa Motoman
P1160,000170000864,Robotic Welding Cell,CC-4839,262033.76,haas automation
P1160,000170000865,Paint Application Robot,CC-4839,235032.79,YASKAWA MOTOMAN
P1160,000170000866,Dimensional Measurement Arm,CC-4839,101276.92,ABB Robotics
P1160,000170000867,Vision Inspection Station,CC-4836,25855.18,ABB Robotics
P1160,000170000868,Ultrasonic Welding Station,CC-4838,61209.72,Bosch Rexroth
P1160,000170000869,CNC Machining Center,CC-4839,254673.20,Kuka Ag
P1160,000170000870,Conveyor System,CC-4837,108073.73,KUKA
P1160,000170000871,Overhead Gantry Loader,CC-4837,96315.51,Miller Electric
P1160,000170000872,Palletizing Robot,CC-4836,157584.40,Mazak
P1160,000170000873,,CC-4838,322362.70,KUKA AG
P1160,000170000874,Ultrasonic Welding Station,CC-4836,48184.80,Rockwell Automation
P1160,000170000875,Wheel Alignment Rig,CC-4837,79270.73,ABB Robotics
P1160,000170000876,Riveting Station,CC-4838,25085.26,dmg mori
P1160,000170000877,Overhead Gantry Loader,CC-4836,112558.57,ABB Robotics
P1160,000170000878,Laser Welding Cell,CC-4836,276989.10,Yaskawa Motoman
P1160,000170000879,Laser Welding Cell,CC-4836,253870.98,Dematic
P1160,000170000880,Battery Pack Assembly Cell,CC-4838,362088.05,Lincoln Electric
P1160,000170000881,Conveyor System,CC-4836,113640.04,DMG
P1160,000170000882,Coil Winding Machine,CC-4839,92361.91,KUKA AG
P1160,000170000883,Coil Winding Machine,CC-4838,207555.73,Abb Robotics
P1160,000170000884,CNC Machining Center,CC-4838,348779.79,DMG MORI
P1160,000170000885,Coil Winding Machine,CC-4838,84735.39,KUKA AG
P1160,000170000886,Vision Inspection Station,CC-4838,58537.54,KUKA AG
P1160,000170000887,Overhead Gantry Loader,CC-4839,157073.65,Ingersoll Rand
P1160,000170000888,,CC-4836,50400.64,Mazak Corporation
P1160,000170000889,Injection Molding Machine,CC-4839,360271.50,Hexagon AB
P1160,000170000890,Ultrasonic Welding Station,CC-4839,37095.63,ABB Robotics
P1160,000170000891,Paint Application Robot,CC-4839,152914.92,KUKA AG
P1160,000170000892,Assembly Torque Wrench Station,CC-4838,20168.98,Schuler Group
P1160,000170000893,Coil Winding Machine,CC-4839,96098.80,Haas Automation
P1160,000170000894,Hydraulic Press,CC-4836,265751.79,DMG MORI
P1160,000170000895,Injection Molding Machine,CC-4836,332660.56,KUKA
P1160,000170000896,Injection Molding Machine,CC-4836,294227.57,AIDA Engineering
P1160,000170000897,Paint Application Robot,,324594.69,FANUC Corporation
P1160,000170000898,Screw Fastening Station,CC-4839,31409.49,Yaskawa Motoman
P1160,000170000899,Battery Pack Assembly Cell,CC-4839,352854.37,KUKA
P1160,000170000900,Hydraulic Press,CC-4838,393408.81,ABB Robotics
P1160,000170000901,Automated Guided Vehicle,CC-4837,116938.62,Bosch Rexroth
P1160,000170000902,Battery Pack Assembly Cell,CC-4836,303258.13,Dematic
P1160,000170000903,Wheel Alignment Rig,,57622.30,ABB Robotics
P1160,000170000904,Conveyor System,CC-4837,53630.21,KUKA AG
P1160,000170000905,Wheel Alignment Rig,CC-4839,56826.82,Schneider Electric
P1160,000170000906,Screw Fastening Station,CC-4836,14647.34,KUKA AG
P1160,000170000907,Ultrasonic Welding Station,CC-4837,46514.80,KUKA AG
P1160,000170000908,Hydraulic Press,CC-4838,215829.20,KUKA AG
P1160,000170000909,Stamping Press,CC-4837,552923.50,ABB Robotics
P1160,000170000910,CNC Machining Center,CC-4839,309412.89,FANUC Corporation
P1160,000170000911,Automated Guided Vehicle,CC-4839,57767.57,DMG MORI
P1160,000170000912,CNC Machining Center,CC-4837,407103.06,FANUC Corporation
P1160,000170000913,Automated Guided Vehicle,CC-4837,49610.63,ABB Robotics
P1160,000170000914,Injection Molding Machine,CC-4837,415047.63,Yaskawa Motoman
P1160,000170000915,Paint Application Robot,CC-4839,319724.05,KUKA AG
P1160,000170000916,Robotic Welding Cell,CC-4838,275728.78,dematic
P1160,000170000917,Coil Winding Machine,CC-4837,194372.40,KUKA AG
P1160,000170000918,Adhesive Dispensing Unit,CC-4838,58016.95,ABB Robotics
P1160,000170000919,Assembly Torque Wrench Station,CC-4838,34362.02,KUKA
P1160,000170000920,Riveting Station,CC-4837,53474.54,kuka ag
P1160,000170000921,Conveyor System,CC-4838,118142.77,KUKA AG
P1160,000170000922,Conveyor System,CC-4838,67922.30,KUKA
P1160,000170000923,Adhesive Dispensing Unit,CC-4837,77163.86,Kuka Ag
P1160,000170000924,Torque Application Unit,CC-4838,23443.69,Schneider
P1160,000170000925,Robotic Welding Cell,CC-4839,267015.70,KUKA
P1160,000170000926,Adhesive Dispensing Unit,CC-4837,42424.58,KUKA AG
P1160,000170000927,Laser Welding Cell,CC-4837,322222.05,KUKA AG
P1160,000170000928,Leak Test Station,CC-4838,38824.01,Carl Zeiss Industrial Metrology
P1160,000170000929,Laser Welding Cell,CC-4839,359525.43,Miller Electric
P1160,000170000930,Battery Pack Assembly Cell,CC-4837,323125.78,KUKA AG
P1160,000170000931,Robotic Welding Cell,CC-4837,252155.95,Miller Electric
P1160,000170000932,Robotic Welding Cell,CC-4837,218445.98,Miller Electric
P1160,000170000933,Riveting Station,CC-4837,55789.68,KUKA AG
P1160,000170000934,Hydraulic Press,CC-4837,329740.15,Miller Electric
P1160,000170000935,Final Functional Test Bench,CC-4837,148042.90,fanuc corporation
P1160,000170000936,Palletizing Robot,CC-4838,157420.16,Schuler Group
P1160,000170000937,,CC-4837,161646.86,Schuler Group
P1160,000170000938,Hydraulic Press,CC-4839,343713.25,Mazak Corporation
P1160,000170000939,Palletizing Robot,CC-4837,129401.53,KUKA AG
P1160,000170000940,Laser Welding Cell,CC-4839,354497.93,Yaskawa Motoman
P1160,000170000941,Riveting Station,CC-4839,69666.35,EISENMANN SE
P1160,000170000942,Induction Heating Unit,CC-4836,53221.00,KUKA
P1160,000170000943,Conveyor System,CC-4839,96715.91,Mazak
P1160,000170000944,Injection Molding Machine,CC-4838,330886.76,Schuler Group
P1160,000170000945,Ultrasonic Welding Station,CC-4836,50189.32,Kuka Ag
P1160,000170000946,,CC-4837,49246.47,Ingersoll Rand
P1160,000170000947,Paint Application Robot,CC-4839,214605.58,Yaskawa Motoman
P1160,000170000948,Induction Heating Unit,CC-4838,43409.91,Carl Zeiss Industrial Metrology
P1160,000170000949,Overhead Gantry Loader,CC-4836,120169.39,FANUC Corporation
P1160,000170000950,Injection Molding Machine,CC-4839,213318.77,Carl Zeiss Industrial Metrology
P1160,000170000951,Adhesive Dispensing Unit,CC-4839,56375.89,ABB Robotics
P1160,000170000952,Conveyor System,,115341.10,FANUC Corporation
P1160,000170000953,Vision Inspection Station,CC-4836,84007.23,Yaskawa Motoman
P1160,000170000954,Wheel Alignment Rig,CC-4837,87389.18,ABB Robotics
P1160,000170000955,CNC Machining Center,CC-4839,431979.86,KUKA AG
P1160,000170000956,Ultrasonic Welding Station,CC-4838,33233.24,Kuka Ag
P1160,000170000957,Stamping Press,CC-4837,1159113.70,KUKA AG
P1160,000170000958,Automated Guided Vehicle,CC-4838,53019.00,AIDA
P1160,000170000959,Palletizing Robot,CC-4837,113096.57,Haas Automation
P1160,000170000960,Robotic Welding Cell,CC-4839,155747.99,Dematic
P1160,000170000961,Laser Welding Cell,CC-4839,391875.02,KUKA AG
P1160,000170000962,Paint Application Robot,CC-4836,214012.56,Hexagon
P1160,000170000963,Automated Guided Vehicle,CC-4838,55337.83,ABB Robotics
P1160,000170000964,Automated Guided Vehicle,CC-4838,85253.60,KUKA
P1160,000170000965,Automated Guided Vehicle,CC-4839,91438.27,KUKA AG
P1160,000170000966,Screw Fastening Station,,21929.44,KUKA AG
P1160,000170000967,Vision Inspection Station,CC-4836,47427.35,KUKA AG
P1160,000170000968,,CC-4838,25364.30,KUKA
P1160,000170000969,Stamping Press,CC-4838,1136671.70,FANUC Corporation
P1160,000170000970,Palletizing Robot,CC-4839,71146.27,AIDA ENGINEERING
P1160,000170000971,Final Functional Test Bench,CC-4837,86302.75,Ingersoll Rand
P1160,000170000972,Overhead Gantry Loader,CC-4839,174501.20,Fives
P1160,000170000973,Overhead Gantry Loader,CC-4839,98407.86,Fives Group
P1160,000170000974,Riveting Station,CC-4838,64407.45,KUKA
P1160,000170000975,Hydraulic Press,CC-4837,333313.10,Lincoln Electric
P1160,000170000976,Adhesive Dispensing Unit,CC-4838,55357.13,Yaskawa Motoman
P1160,000170000977,Battery Pack Assembly Cell,CC-4839,315668.61,Haas Automation
P1160,000170000978,Overhead Gantry Loader,CC-4838,65397.43,KUKA
P1160,000170000979,Hydraulic Press,CC-4837,186282.20,Atlas Copco
P1160,000170000980,Adhesive Dispensing Unit,CC-4836,34754.56,KUKA AG
P1160,000170000981,,CC-4839,13072.15,KUKA AG
P1160,000170000982,Screw Fastening Station,CC-4836,38812.18,AIDA Engineering
P1160,000170000983,Induction Heating Unit,CC-4836,52747.19,ABB
P1160,000170000984,CNC Machining Center,CC-4839,269109.24,ABB
P1160,000170000985,Screw Fastening Station,CC-4837,38242.39,KUKA AG
P1160,000170000986,Coil Winding Machine,CC-4838,127864.92,Miller Electric
P1160,000170000987,Coil Winding Machine,CC-4838,163638.75,Yaskawa Motoman
P1160,000170000988,Ultrasonic Welding Station,CC-4837,31038.32,ABB Robotics
P1160,000170000989,Battery Pack Assembly Cell,CC-4836,232519.49,KUKA
P1160,000170000990,Wheel Alignment Rig,CC-4838,54375.17,kuka ag
P1160,000170000991,Adhesive Dispensing Unit,CC-4838,48770.16,haas automation
P1160,000170000992,Palletizing Robot,CC-4839,83992.23,Haas Automation
P1160,000170000993,Palletizing Robot,CC-4836,98193.94,DMG MORI
P1160,000170000994,Assembly Torque Wrench Station,CC-4839,19225.52,Ingersoll Rand
P1160,000170000995,CNC Machining Center,CC-4839,193079.49,KUKA
P1160,000170000996,Screw Fastening Station,CC-4837,29104.20,Haas Automation
P1160,000170000997,Adhesive Dispensing Unit,CC-4836,30855.53,KUKA AG
P1160,000170000998,Injection Molding Machine,CC-4838,191751.59,KUKA AG
P1160,000170000999,Coil Winding Machine,CC-4836,93476.22,Eisenmann SE
P1160,000170001000,Injection Molding Machine,CC-4836,370071.30,HAAS AUTOMATION
P1160,000170001001,Dimensional Measurement Arm,CC-4837,120665.22,Ingersoll Rand
P1160,000170001002,Injection Molding Machine,CC-4837,244686.21,KUKA AG
P1160,000170001003,Ultrasonic Welding Station,CC-4839,48981.75,DMG MORI
P1160,000170001004,Injection Molding Machine,CC-4836,399444.66,KUKA AG
P1160,000170001005,Laser Welding Cell,CC-4839,233917.68,Rockwell Automation
P1160,000170001006,Injection Molding Machine,CC-4839,176586.76,AIDA
P1160,000170001007,Injection Molding Machine,CC-4839,446417.29,KUKA AG
P1160,000170001008,,CC-4838,105950.02,INGERSOLL RAND
P1160,000170001009,Coil Winding Machine,CC-4839,212756.17,ABB ROBOTICS
P1160,000170001010,Automated Guided Vehicle,CC-4838,79555.44,KUKA AG
P1160,000170001011,Palletizing Robot,,146328.74,DMG
P1160,000170001012,Laser Welding Cell,CC-4839,210544.60,Mazak
P1160,000170001013,Riveting Station,CC-4836,54334.70,Miller Electric
P1160,000170001014,Adhesive Dispensing Unit,CC-4839,62762.54,Bosch Rexroth
P1160,000170001015,Stamping Press,CC-4838,847285.25,DMG MORI
P1160,000170001016,Dimensional Measurement Arm,CC-4837,78994.23,FANUC
P1160,000170001017,Battery Pack Assembly Cell,CC-4839,413255.45,Lincoln Electric
P1160,000170001018,Riveting Station,CC-4836,67830.63,FANUC
P1160,000170001019,Hydraulic Press,CC-4836,336671.03,Haas Automation
P1160,000170001020,Induction Heating Unit,CC-4838,41642.18,FANUC Corporation
P1160,000170001021,Conveyor System,CC-4836,125407.16,Carl Zeiss Industrial Metrology
P1160,000170001022,Riveting Station,CC-4836,63432.57,KUKA AG
P1160,000170001023,Wheel Alignment Rig,CC-4837,54226.08,KUKA AG
P1160,000170001024,Overhead Gantry Loader,CC-4836,102839.10,KUKA
P1160,000170001025,Paint Application Robot,CC-4836,190549.41,Mazak Corporation
P1160,000170001026,Overhead Gantry Loader,CC-4837,72860.55,Dematic
P1160,000170001027,Riveting Station,CC-4838,47239.90,KUKA AG
P1160,000170001028,Screw Fastening Station,CC-4836,30526.38,Miller Electric
P1160,000170001029,Vision Inspection Station,CC-4838,29251.65,fanuc corporation
P1160,000170001030,Riveting Station,CC-4836,30619.93,Yaskawa Motoman
P1160,000170001031,Battery Pack Assembly Cell,CC-4836,535117.98,Atlas Copco
P1160,000170001032,Adhesive Dispensing Unit,CC-4836,69884.63,kuka ag
P1160,000170001033,Adhesive Dispensing Unit,CC-4838,38121.40,Atlas Copco
P1160,000170001034,Adhesive Dispensing Unit,CC-4836,82649.97,Atlas Copco
P1160,000170001035,Injection Molding Machine,CC-4837,460596.87,FANUC Corporation
P1160,000170001036,Battery Pack Assembly Cell,CC-4837,430034.73,ABB
P1160,000170001037,Laser Welding Cell,CC-4838,232339.59,DMG MORI
P1160,000170001038,Palletizing Robot,CC-4838,98023.63,DMG
P1160,000170001039,Overhead Gantry Loader,CC-4839,83082.17,KUKA AG
P1160,000170001040,Paint Application Robot,CC-4836,281967.99,fanuc corporation
P1160,000170001041,Palletizing Robot,CC-4836,127151.56,Lincoln
P1160,000170001042,Ultrasonic Welding Station,CC-4836,51089.83,Lincoln Electric
P1160,000170001043,Adhesive Dispensing Unit,CC-4838,38859.01,KUKA AG
P1160,000170001044,Injection Molding Machine,CC-4839,357130.23,ABB Robotics
P1160,000170001045,Stamping Press,CC-4837,399266.57,KUKA
P1160,000170001046,Assembly Torque Wrench Station,CC-4837,32000.29,FANUC Corporation
P1160,000170001047,Robotic Welding Cell,CC-4836,134192.66,Mazak Corporation
P1160,000170001048,Paint Application Robot,CC-4838,248654.15,KUKA
P1160,000170001049,Injection Molding Machine,CC-4836,163491.36,KUKA AG
P1160,000170001050,Final Functional Test Bench,CC-4836,85250.07,ABB Robotics
P1160,000170001051,Stamping Press,CC-4836,377536.16,DMG MORI
P1160,000170001052,Assembly Torque Wrench Station,CC-4837,15744.65,Dematic
P1160,000170001053,Conveyor System,CC-4837,135258.09,Miller Electric
P1160,000170001054,Overhead Gantry Loader,CC-4836,175095.59,KUKA
P1160,000170001055,Paint Application Robot,CC-4838,304310.20,KUKA
P1160,000170001056,Assembly Torque Wrench Station,CC-4838,29240.71,ABB
P1160,000170001057,Torque Application Unit,CC-4839,34042.90,Eisenmann
P1160,000170001058,Automated Guided Vehicle,CC-4836,53078.65,DMG MORI
P1160,000170001059,Torque Application Unit,CC-4837,31176.12,Schneider Electric
P1160,000170001060,Final Functional Test Bench,CC-4838,96195.90,Yaskawa
P1160,000170001061,Induction Heating Unit,CC-4837,65682.79,Carl Zeiss Industrial Metrology
P1160,000170001062,Final Functional Test Bench,CC-4839,181108.84,KUKA
P1160,000170001063,Adhesive Dispensing Unit,CC-4838,32402.72,KUKA AG
P1160,000170001064,Conveyor System,CC-4837,75110.29,Yaskawa Motoman
P1160,000170001065,Wheel Alignment Rig,CC-4836,38555.90,KUKA AG
P1160,000170001066,Ultrasonic Welding Station,CC-4839,48557.93,Lincoln Electric
P1160,000170001067,Injection Molding Machine,CC-4839,225778.17,atlas copco
P1160,000170001068,Automated Guided Vehicle,CC-4836,108445.39,DMG
P1160,000170001069,Paint Application Robot,CC-4839,306441.75,Rockwell
P1160,000170001070,Riveting Station,CC-4839,44365.33,KUKA AG
P1160,000170001071,Robotic Welding Cell,CC-4836,239415.23,AIDA Engineering
P1160,000170001072,Overhead Gantry Loader,CC-4837,124807.96,DMG
P1160,000170001073,Injection Molding Machine,CC-4839,207932.15,Yaskawa Motoman
P1160,000170001074,Injection Molding Machine,CC-4839,395139.22,kuka ag
P1160,000170001075,Induction Heating Unit,CC-4839,63796.08,Comau
P1160,000170001076,Adhesive Dispensing Unit,CC-4837,52148.57,fanuc corporation
P1160,000170001077,,CC-4839,544419.89,Durr Ag
P1160,000170001078,Induction Heating Unit,CC-4836,52115.94,ABB Robotics
P1160,000170001079,Torque Application Unit,CC-4837,38515.70,FANUC Corporation
P1160,000170001080,Adhesive Dispensing Unit,CC-4836,39756.67,DMG MORI
P1160,000170001081,Assembly Torque Wrench Station,CC-4836,29771.65,KUKA
P1160,000170001082,Wheel Alignment Rig,CC-4836,65434.22,DMG MORI
P1160,000170001083,Screw Fastening Station,CC-4837,27803.57,KUKA AG
P1160,000170001084,Assembly Torque Wrench Station,CC-4839,22676.57,Bosch Rexroth
P1160,000170001085,Coil Winding Machine,CC-4837,99341.66,KUKA AG
P1160,000170001086,Screw Fastening Station,CC-4836,33303.51,KUKA AG
P1160,000170001087,Adhesive Dispensing Unit,CC-4836,78834.56,Lincoln Electric
P1160,000170001088,CNC Machining Center,CC-4838,252754.18,Mazak Corporation
P1160,000170001089,Conveyor System,CC-4837,136202.37,KUKA AG
P1160,000170001090,Induction Heating Unit,CC-4836,42141.77,KUKA
P1160,000170001091,Screw Fastening Station,CC-4837,33447.47,KUKA AG
P1160,000170001092,Ultrasonic Welding Station,CC-4839,25681.32,Miller Electric
P1160,000170001093,Induction Heating Unit,CC-4839,56660.41,FANUC
P1160,000170001094,Final Functional Test Bench,CC-4837,133989.00,KUKA
P1160,000170001095,Vision Inspection Station,CC-4839,34583.70,FANUC Corporation
P1160,000170001096,Laser Welding Cell,CC-4836,217817.20,KUKA
P1160,000170001097,Assembly Torque Wrench Station,CC-4839,19444.93,Haas Automation
P1160,000170001098,,CC-4836,66428.65,KUKA
P1160,000170001099,Paint Application Robot,CC-4837,267766.88,KUKA
P1160,000170001100,Leak Test Station,CC-4839,66143.89,Fives Group
P1160,000170001101,Laser Welding Cell,CC-4837,393636.10,Yaskawa Motoman
P1160,000170001102,Automated Guided Vehicle,CC-4839,50646.53,KUKA
P1160,000170001103,Induction Heating Unit,CC-4839,60162.95,Miller Electric
P1160,000170001104,Torque Application Unit,CC-4838,16659.75,KUKA AG
P1160,000170001105,Automated Guided Vehicle,CC-4836,109177.87,Lincoln Electric
P1160,000170001106,Assembly Torque Wrench Station,CC-4836,25846.96,KUKA
P1160,000170001107,Leak Test Station,CC-4839,53105.30,KUKA AG
P1160,000170001108,Torque Application Unit,CC-4837,39561.00,Ingersoll Rand
P1160,000170001109,Wheel Alignment Rig,CC-4839,52455.95,ABB Robotics
P1160,000170001110,Automated Guided Vehicle,CC-4838,65222.86,Mazak Corporation
P1160,000170001111,Robotic Welding Cell,CC-4837,180548.50,Yaskawa Motoman
P1160,000170001112,Stamping Press,CC-4838,954806.33,abb robotics
P1160,000170001113,Screw Fastening Station,CC-4837,39061.79,Dematic
P1160,000170001114,Robotic Welding Cell,CC-4838,261518.50,Siemens AG
P1160,000170001115,Leak Test Station,CC-4839,39926.75,Lincoln Electric
P1160,000170001116,Hydraulic Press,CC-4839,376976.05,Haas Automation
P1160,000170001117,Hydraulic Press,CC-4838,165454.86,FANUC CORPORATION
P1160,000170001118,Hydraulic Press,CC-4836,299886.68,Dematic
P1160,000170001119,Automated Guided Vehicle,CC-4839,98241.06,KUKA
