PROD_LINE,PROC_NUMBER,PROC_NAME_LOCAL,STATION_ID,EQUIP_REF,PRODUCT_REF,MATERIAL_REF
L86,PR-0135,SECURING - DOOR MODULE,S01,000170000477,MER-VEH-EV-0001,MER-CHARGING-CABLE-0040
L86,PR-0050,QC REVIEW - STEERING COLUMN,S01,000170000478,MER-VEH-EV-0001,
L86,PR-0003,TORQUE TIGHTENING,S01,,MER-VEH-EV-0001,
L86,PR-0121,FASTENING - FUEL RAIL,S02,000170000479,MER-VEH-EV-0001,MER-DC-DC-CONVERTER-0036
L86,PR-0069,INSPECTION - ROOF RAIL,S02,000170000480,MER-VEH-EV-0001,
L86,PR-0001,DISPENSING SEALING COMPOUND,S02,000170000481,MER-VEH-EV-0001,MER-WHEELS-0014
L86,PR-0004,AOI CHECK,S03,000170000482,MER-VEH-EV-0001,
L87,PR-0004,AOI CHECK,S01,000170000483,MER-VEH-EV-0001,
L87,PR-0041,BODY PANEL COATING,S01,000170000484,MER-VEH-EV-0001,MER-LOW-VOLTAGE-BATT-0023
L87,PR-0012,UNDERBODY SEAM SEALING,S01,000170000485,MER-VEH-EV-0001,MER-DASHBOARD-0017
L87,PR-0003,TORQUE TIGHTENING,S02,000170000486,MER-VEH-EV-0001,
L87,PR-0002,RESISTANCE WELDING,S02,,MER-VEH-EV-0001,MER-FRONT-SUSPENSION-0010
L87,PR-0008,CLEARCOAT APPLICATION,S03,000170000487,MER-VEH-EV-0001,MER-STEERING-SYSTEM-0013
L88,PR-0028,GEAR CUTTING OPERATION,S01,000170000488,MER-VEH-EV-0001,
L88,PR-0011,EOL FUNCTIONAL CHECK,S01,000170000489,MER-VEH-EV-0001,
L88,PR-0003,TORQUE TIGHTENING,S01,000170000490,MER-VEH-EV-0001,
L88,PR-0021,FOAM MOLDING,S02,000170000491,MER-VEH-EV-0001,MER-BUMPER-FRONT-0006
L88,PR-0199,DISPENSING - TRANSMISSION HOUSING,S03,000170000492,MER-VEH-EV-0001,MER-MOTOR-HOUSING-0033
L88,PR-0002,RESISTANCE WELDING,S03,000170000493,MER-VEH-EV-0001,MER-REAR-SUSPENSION-0011
L88,PR-0013,DOOR FITMENT,S03,000170000494,MER-VEH-EV-0001,MER-FRONT-SUSPENSION-0010
L89,PR-0005,LEAK TEST,S01,000170000495,MER-VEH-EV-0001,
L89,PR-0002,RESISTANCE WELDING,S01,000170000496,MER-VEH-EV-0001,MER-INFOTAINMENT-UNI-0025
L89,PR-0096,SETTING - STEERING COLUMN,S01,000170000497,MER-VEH-EV-0001,
L89,PR-0156,PACKING - WHEEL HUB,S02,000170000498,MER-VEH-EV-0001,MER-BUMPER-FRONT-0006
L89,PR-0004,AOI CHECK,S03,,MER-VEH-EV-0001,
L89,PR-0004,AOI CHECK,S04,,MER-VEH-EV-0001,
L89,PR-0001,DISPENSING SEALING COMPOUND,S04,000170000499,MER-VEH-EV-0001,MER-CHARGE-PORT-0039
L90,PR-0021,FOAM MOLDING,S01,000170000500,MER-VEH-EV-0001,MER-DC-DC-CONVERTER-0036
L90,PR-0001,DISPENSING SEALING COMPOUND,S01,000170000501,MER-VEH-EV-0001,MER-DASHBOARD-0017
L90,PR-0010,HARNESS ROUTING,S02,000170000502,MER-VEH-EV-0001,MER-FENDERS-0008
L90,PR-0001,DISPENSING SEALING COMPOUND,S02,000170000503,MER-VEH-EV-0001,MER-BUMPER-REAR-0007
L90,PR-0029,CONNECTOR FITMENT,S02,000170000504,MER-VEH-EV-0001,MER-INVERTER-0035
L90,PR-0132,DEFLASHING - SUSPENSION ARM,S03,000170000505,MER-VEH-EV-0001,
L90,PR-0001,DISPENSING SEALING COMPOUND,S03,000170000506,MER-VEH-EV-0001,MER-CENTER-CONSOLE-0018
L90,PR-0054,VERIFICATION - CHASSIS FRAME,S03,000170000507,MER-VEH-EV-0001,
L91,PR-0074,SETTING - RADIATOR CORE,S01,000170000508,MER-VEH-EV-0001,
L91,PR-0002,RESISTANCE WELDING,S01,,MER-VEH-EV-0001,MER-LOW-VOLTAGE-BATT-0023
L91,PR-0127,WELDING - REAR AXLE,S01,000170000509,MER-VEH-EV-0001,MER-BUMPER-FRONT-0006
L91,PR-0022,COVER STITCHING,S02,,MER-VEH-EV-0001,MER-MOTOR-HOUSING-0033
L92,PR-0013,DOOR FITMENT,S01,000170000510,MER-VEH-EV-0001,MER-WIRING-HARNESS-0022
L92,PR-0029,CONNECTOR FITMENT,S02,000170000511,MER-VEH-EV-0001,MER-HOOD-0005
L92,PR-0003,TORQUE TIGHTENING,S02,000170000512,MER-VEH-EV-0001,
L92,PR-0001,DISPENSING SEALING COMPOUND,S03,000170000513,MER-VEH-EV-0001,MER-HOOD-0005
L92,PR-0008,CLEARCOAT APPLICATION,S03,000170000514,MER-VEH-EV-0001,MER-CHARGE-PORT-0039
L92,PR-0044,CUTTING OPERATION - WHEEL HUB,S03,000170000515,MER-VEH-EV-0001,
L93,PR-0124,INSPECTION - DASHBOARD ASSEMBLY,S01,000170000516,MER-VEH-EV-0001,
L93,PR-0007,BASE COAT SPRAY,S01,000170000517,MER-VEH-EV-0001,MER-DOORS-0004
L93,PR-0003,TORQUE TIGHTENING,S01,000170000518,MER-VEH-EV-0001,
L93,PR-0001,DISPENSING SEALING COMPOUND,S02,000170000519,MER-VEH-EV-0001,MER-STEERING-SYSTEM-0013
L93,PR-0137,PACKAGING - CHASSIS FRAME,S03,000170000520,MER-VEH-EV-0001,MER-BODY-SHELL-0003
L93,PR-0002,RESISTANCE WELDING,S03,000170000521,MER-VEH-EV-0001,MER-DOORS-0004
L94,PR-0119,FENDER PANEL TRIMMING,S01,000170000522,MER-VEH-EV-0001,
L94,PR-0002,RESISTANCE WELDING,S01,000170000523,MER-VEH-EV-0001,MER-MOTOR-HOUSING-0033
L94,PR-0001,DISPENSING SEALING COMPOUND,S01,,MER-VEH-EV-0001,MER-STATOR-0031
L94,PR-0002,RESISTANCE WELDING,S02,000170000524,MER-VEH-EV-0001,MER-WHEELS-0014
L94,PR-0010,HARNESS ROUTING,S02,000170000525,MER-VEH-EV-0001,MER-FENDERS-0008
L94,PR-0004,AOI CHECK,S02,000170000526,MER-VEH-EV-0001,
L94,PR-0117,VERIFICATION - SEAT FRAME,S03,000170000527,MER-VEH-EV-0001,
L94,PR-0014,ALIGNMENT CHECK,S03,,MER-VEH-EV-0001,
L95,PR-0001,DISPENSING SEALING COMPOUND,S01,000170000528,MER-VEH-EV-0001,MER-REAR-SUSPENSION-0011
L95,PR-0022,COVER STITCHING,S01,000170000529,MER-VEH-EV-0001,MER-WHEELS-0014
L95,PR-0006,ELECTROCOAT DIP,S02,000170000530,MER-VEH-EV-0001,MER-ROTOR-0032
L96,PR-0030,CYLINDER BORING,S01,000170000531,MER-VEH-EV-0001,
L96,PR-0057,TRANSMISSION HOUSING TRIMMING,S02,000170000532,MER-VEH-EV-0001,
L96,PR-0184,ALIGNMENT - DOOR MODULE,S02,000170000533,MER-VEH-EV-0001,
L96,PR-0017,BLANKING OPERATION,S03,000170000534,MER-VEH-EV-0001,
L97,PR-0005,LEAK TEST,S01,000170000535,MER-VEH-EV-0001,
L97,PR-0007,BASE COAT SPRAY,S02,000170000536,MER-VEH-EV-0001,MER-LIGHTING-SYSTEM-0024
L97,PR-0006,ELECTROCOAT DIP,S02,000170000537,MER-VEH-EV-0001,MER-CENTER-CONSOLE-0018
L97,PR-0008,CLEARCOAT APPLICATION,S02,000170000538,MER-VEH-EV-0001,MER-HOOD-0005
L98,PR-0001,DISPENSING SEALING COMPOUND,S01,000170000539,MER-VEH-EV-0001,MER-BUMPER-FRONT-0006
L98,PR-0002,RESISTANCE WELDING,S01,,MER-VEH-EV-0001,MER-FRONT-SUSPENSION-0010
L98,PR-0187,MOLDING - BUMPER FASCIA,S01,,MER-VEH-EV-0001,MER-FRONT-SUSPENSION-0010
L98,PR-0131,FITTING - SEAT FRAME,S02,000170000540,MER-VEH-EV-0001,MER-HEADLINER-0020
L98,PR-0001,DISPENSING SEALING COMPOUND,S03,000170000541,MER-VEH-EV-0001,MER-INVERTER-0035
L98,PR-0178,BAKING - ENGINE BLOCK,S03,000170000542,MER-VEH-EV-0001,
L98,PR-0059,DRILLING - TRUNK LID,S04,000170000543,MER-VEH-EV-0001,
L98,PR-0001,DISPENSING SEALING COMPOUND,S04,000170000544,MER-VEH-EV-0001,MER-CENTER-CONSOLE-0018
L98,PR-0121,FASTENING - FUEL RAIL,S04,,MER-VEH-EV-0001,MER-WHEELS-0014
L99,PR-0159,BORING - BRAKE CALIPER,S01,000170000545,MER-VEH-EV-0001,
L99,PR-0023,TRIM FITMENT,S02,000170000546,MER-VEH-EV-0001,MER-LOW-VOLTAGE-BATT-0023
L99,PR-0058,MOULDING - TRANSMISSION HOUSING,S03,000170000547,MER-VEH-EV-0001,MER-HOOD-0005
L100,PR-0004,AOI CHECK,S01,000170000548,MER-VEH-EV-0001,
L100,PR-0016,SHEET METAL FORMING,S02,000170000549,MER-VEH-EV-0001,MER-BATTERY-HOUSING-0029
L100,PR-0041,BODY PANEL COATING,S02,,MER-VEH-EV-0001,MER-DOORS-0004
L100,PR-0015,WINDING OPERATION,S02,000170000550,MER-VEH-EV-0001,MER-WHEELS-0014
L100,PR-0003,TORQUE TIGHTENING,S03,000170000551,MER-VEH-EV-0001,
L100,PR-0026,CAMSHAFT FITTING,S03,000170000552,MER-VEH-EV-0001,MER-CHARGE-PORT-0039
L100,PR-0078,ASSEMBLY - FLOOR PAN,S03,000170000553,MER-VEH-EV-0001,MER-DASHBOARD-0017
L100,PR-0076,CUTTING - CENTER CONSOLE,S04,000170000554,MER-VEH-EV-0001,
L100,PR-0001,DISPENSING SEALING COMPOUND,S04,000170000555,MER-VEH-EV-0001,MER-STATOR-0031
L100,PR-0008,CLEARCOAT APPLICATION,S04,000170000556,MER-VEH-EV-0001,MER-BRAKE-SYSTEM-0012
