Characteristic_No,Station_Ref,Value,UpperSpecLimit,LowerSpecLimit,ProcessCapability
K1350,S01,76.764,80.114,71.598,1.23
K1350,S01,76.168,80.114,71.598,1.23
K1350,S01,75.593,80.114,71.598,1.23
K1350,S01,76.282,80.114,71.598,1.23
K1350,S01,75.854,80.114,71.598,1.23
K1351,S02,68.352,72.18,63.795,1.4
K1351,S02,69.179,72.18,63.795,1.4
K1351,S02,67.104,72.18,63.795,1.4
K1351,S02,68.455,72.18,63.795,1.4
K1351,S02,67.568,72.18,63.795,1.4
K1352,S02,115.783,116.143,114.465,0.65
K1352,S02,115.046,116.143,114.465,0.65
K1352,S02,114.823,116.143,114.465,0.65
K1352,S02,115.167,116.143,114.465,0.65
K1352,S02,115.28,116.143,114.465,0.65
K1353,S02,20.532,22.567,18.792,2.17
K1353,S02,20.258,22.567,18.792,2.17
K1353,S02,20.704,22.567,18.792,2.17
K1353,S02,20.971,22.567,18.792,2.17
K1354,S01,91.975,94.908,89.969,1.91
K1354,S01,93.355,94.908,89.969,1.91
K1355,S01,10.544,11.722,9.399,1.02
K1355,S01,10.053,11.722,9.399,1.02
K1355,S01,10.592,11.722,9.399,1.02
K1355,S01,11.211,11.722,9.399,1.02
K1355,S01,10.842,11.722,9.399,1.02
K1356,S02,131.316,135.678,130.026,1.48
K1356,S02,132.458,135.678,130.026,1.48
K1357,S03,49.157,53.415,46.158,0.91
K1357,S03,49.671,53.415,46.158,0.91
K1357,S03,50.086,53.415,46.158,0.91
K1357,S03,49.507,53.415,46.158,0.91
K1358,S04,25.575,28.504,20.208,2.04
K1358,S04,24.655,28.504,20.208,2.04
K1358,S04,24.675,28.504,20.208,2.04
K1358,S04,24.716,28.504,20.208,2.04
K1358,S04,24.404,28.504,20.208,2.04
K1359,S04,49.415,52.403,46.099,1.88
K1359,S04,49.155,52.403,46.099,1.88
K1359,S04,48.028,52.403,46.099,1.88
K1359,S04,49.541,52.403,46.099,1.88
K1359,S04,49.151,52.403,46.099,1.88
K1360,S04,142.918,144.269,141.768,1.38
K1360,S04,142.231,144.269,141.768,1.38
K1360,S04,143.386,144.269,141.768,1.38
K1360,S04,142.763,144.269,141.768,1.38
K1360,S04,142.929,144.269,141.768,1.38
K1361,S01,192.942,197.941,191.322,1.67
K1361,S01,194.925,197.941,191.322,1.67
K1361,S01,195.337,197.941,191.322,1.67
K1361,S01,195.562,197.941,191.322,1.67
K1361,S01,194.932,197.941,191.322,1.67
K1362,S01,127.588,128.654,125.763,0.91
K1362,S01,126.68,128.654,125.763,0.91
K1362,S01,128.033,128.654,125.763,0.91
K1363,S02,54.585,57.183,50.767,1.02
K1363,S02,53.744,57.183,50.767,1.02
K1364,S02,73.799,75.114,72.572,1.46
K1364,S02,73.663,75.114,72.572,1.46
K1364,S02,73.355,75.114,72.572,1.46
K1365,S02,160.831,165.106,156.947,2.04
K1365,S02,160.865,165.106,156.947,2.04
K1365,S02,160.546,165.106,156.947,2.04
K1366,S03,95.769,99.019,93.476,0.79
K1366,S03,97.445,99.019,93.476,0.79
K1366,S03,96.55,99.019,93.476,0.79
K1366,S03,97.308,99.019,93.476,0.79
K1366,S03,98.202,99.019,93.476,0.79
K1367,S01,125.968,130.105,121.937,1.59
K1367,S01,124.8,130.105,121.937,1.59
K1367,S01,125.785,130.105,121.937,1.59
K1367,S01,125.394,130.105,121.937,1.59
K1368,S01,33.251,34.725,31.828,1.72
K1368,S01,33.617,34.725,31.828,1.72
K1369,S02,110.234,115.642,105.927,1.41
K1369,S02,109.791,115.642,105.927,1.41
K1369,S02,110.859,115.642,105.927,1.41
K1369,S02,108.371,115.642,105.927,1.41
K1370,S03,101.736,102.901,101.299,0.72
K1370,S03,102.178,102.901,101.299,0.72
K1370,S03,102.431,102.901,101.299,0.72
K1370,S03,102.046,102.901,101.299,0.72
K1371,S04,15.191,19.089,12.621,1.5
K1371,S04,15.026,19.089,12.621,1.5
K1371,S04,15.648,19.089,12.621,1.5
K1371,S04,16.034,19.089,12.621,1.5
K1372,S01,194.843,195.687,193.368,1.08
K1372,S01,195.143,195.687,193.368,1.08
K1372,S01,194.918,195.687,193.368,1.08
K1372,S01,194.079,195.687,193.368,1.08
K1373,S02,28.341,32.827,23.315,2.16
K1373,S02,27.668,32.827,23.315,2.16
K1374,S03,52.33,53.307,50.919,1.05
K1374,S03,51.842,53.307,50.919,1.05
K1374,S03,51.797,53.307,50.919,1.05
K1374,S03,52.117,53.307,50.919,1.05
K1375,S03,86.254,88.921,83.835,1.1
K1375,S03,86.789,88.921,83.835,1.1
K1376,S01,135.918,137.677,134.679,1.11
K1376,S01,136.354,137.677,134.679,1.11
K1376,S01,136.045,137.677,134.679,1.11
K1377,S01,146.695,151.208,142.544,2.05
K1377,S01,147.55,151.208,142.544,2.05
K1377,S01,146.502,151.208,142.544,2.05
K1377,S01,146.591,151.208,142.544,2.05
K1377,S01,146.334,151.208,142.544,2.05
K1378,S02,186.376,190.69,186.665,0.78
K1378,S02,188.513,190.69,186.665,0.78
K1379,S02,59.223,60.395,57.85,1.76
K1379,S02,58.89,60.395,57.85,1.76
K1379,S02,59.087,60.395,57.85,1.76
K1380,S02,29.982,34.285,26.418,2.19
K1380,S02,30.345,34.285,26.418,2.19
K1380,S02,31.345,34.285,26.418,2.19
K1380,S02,30.184,34.285,26.418,2.19
K1381,S03,29.772,32.079,28.214,0.99
K1381,S03,30.599,32.079,28.214,0.99
K1381,S03,30.66,32.079,28.214,0.99
K1382,S03,92.554,98.628,89.288,1.8
K1382,S03,94.423,98.628,89.288,1.8
K1382,S03,94.396,98.628,89.288,1.8
K1382,S03,93.355,98.628,89.288,1.8
K1382,S03,95.606,98.628,89.288,1.8
K1383,S01,109.138,114.163,105.78,1.11
K1383,S01,109.186,114.163,105.78,1.11
K1383,S01,110.628,114.163,105.78,1.11
K1383,S01,111.209,114.163,105.78,1.11
K1383,S01,111.118,114.163,105.78,1.11
K1384,S01,162.77,164.138,161.182,1.05
K1384,S01,162.733,164.138,161.182,1.05
K1385,S01,71.576,72.737,70.999,0.67
K1385,S01,70.862,72.737,70.999,0.67
K1385,S01,72.018,72.737,70.999,0.67
K1385,S01,71.249,72.737,70.999,0.67
K1386,S02,146.45,147.476,145.18,1.17
K1386,S02,146.08,147.476,145.18,1.17
K1387,S03,88.677,90.448,87.165,0.89
K1387,S03,87.433,90.448,87.165,0.89
K1387,S03,88.177,90.448,87.165,0.89
K1387,S03,87.244,90.448,87.165,0.89
K1387,S03,88.356,90.448,87.165,0.89
K1388,S03,38.34,41.695,35.8,1.08
K1388,S03,38.326,41.695,35.8,1.08
K1389,S03,14.947,16.51,13.694,1.04
K1389,S03,15.573,16.51,13.694,1.04
K1389,S03,14.808,16.51,13.694,1.04
K1389,S03,14.665,16.51,13.694,1.04
K1390,S04,38.397,43.379,34.601,1.4
K1390,S04,39.326,43.379,34.601,1.4
K1390,S04,39.58,43.379,34.601,1.4
K1390,S04,38.346,43.379,34.601,1.4
K1391,S04,118.464,122.816,115.475,2.15
K1391,S04,118.825,122.816,115.475,2.15
K1392,S04,191.506,193.94,187.722,1.28
K1392,S04,190.0,193.94,187.722,1.28
K1392,S04,190.315,193.94,187.722,1.28
K1393,S01,84.979,87.839,78.356,1.5
K1393,S01,83.161,87.839,78.356,1.5
K1393,S01,85.06,87.839,78.356,1.5
K1393,S01,85.684,87.839,78.356,1.5
K1394,S01,174.256,180.208,170.638,1.16
K1394,S01,174.045,180.208,170.638,1.16
K1394,S01,174.79,180.208,170.638,1.16
K1394,S01,174.949,180.208,170.638,1.16
K1395,S02,176.407,179.675,174.125,1.09
K1395,S02,177.926,179.675,174.125,1.09
K1396,S02,172.911,179.852,170.639,0.98
K1396,S02,174.656,179.852,170.639,0.98
K1397,S02,146.886,148.255,143.228,1.11
K1397,S02,145.098,148.255,143.228,1.11
K1398,S01,166.992,171.141,164.278,0.9
K1398,S01,167.649,171.141,164.278,0.9
K1398,S01,168.854,171.141,164.278,0.9
K1399,S01,15.51,16.489,14.805,1.62
K1399,S01,15.942,16.489,14.805,1.62
K1399,S01,15.615,16.489,14.805,1.62
K1399,S01,15.816,16.489,14.805,1.62
K1399,S01,15.696,16.489,14.805,1.62
K1400,S02,58.782,60.716,57.246,2.11
K1400,S02,58.296,60.716,57.246,2.11
K1400,S02,58.845,60.716,57.246,2.11
K1400,S02,59.176,60.716,57.246,2.11
K1401,S03,107.563,108.366,106.685,1.28
K1401,S03,107.517,108.366,106.685,1.28
K1401,S03,107.632,108.366,106.685,1.28
K1402,S03,79.323,83.189,76.547,1.17
K1402,S03,80.604,83.189,76.547,1.17
K1402,S03,79.384,83.189,76.547,1.17
K1402,S03,78.966,83.189,76.547,1.17
K1402,S03,79.091,83.189,76.547,1.17
K1403,S03,40.771,42.749,39.253,1.53
K1403,S03,41.602,42.749,39.253,1.53
K1403,S03,39.745,42.749,39.253,1.53
K1404,S01,39.287,41.91,35.772,2.2
K1404,S01,38.67,41.91,35.772,2.2
K1404,S01,38.799,41.91,35.772,2.2
K1405,S01,12.704,16.758,10.724,1.03
K1405,S01,13.642,16.758,10.724,1.03
K1405,S01,13.277,16.758,10.724,1.03
K1405,S01,13.3,16.758,10.724,1.03
K1406,S02,57.498,60.859,54.173,1.0
K1406,S02,57.945,60.859,54.173,1.0
K1407,S02,34.396,39.493,34.051,0.85
K1407,S02,37.563,39.493,34.051,0.85
K1408,S03,72.972,78.385,69.266,1.47
K1408,S03,72.66,78.385,69.266,1.47
K1408,S03,72.118,78.385,69.266,1.47
K1408,S03,72.14,78.385,69.266,1.47
K1409,S03,15.028,20.207,11.16,0.93
K1409,S03,15.771,20.207,11.16,0.93
K1409,S03,17.858,20.207,11.16,0.93
K1410,S03,69.325,73.318,68.295,1.5
K1410,S03,70.903,73.318,68.295,1.5
K1411,S04,137.879,141.985,134.782,1.93
K1411,S04,137.5,141.985,134.782,1.93
K1411,S04,138.436,141.985,134.782,1.93
K1411,S04,137.73,141.985,134.782,1.93
K1411,S04,137.928,141.985,134.782,1.93
K1412,S01,13.949,15.899,11.687,0.87
K1412,S01,12.956,15.899,11.687,0.87
K1412,S01,11.006,15.899,11.687,0.87
K1413,S01,124.956,128.255,119.852,1.76
K1413,S01,125.187,128.255,119.852,1.76
K1413,S01,124.182,128.255,119.852,1.76
K1413,S01,122.604,128.255,119.852,1.76
K1414,S02,131.075,139.043,129.113,1.38
K1414,S02,135.093,139.043,129.113,1.38
K1415,S02,175.77,178.48,173.236,1.2
K1415,S02,174.783,178.48,173.236,1.2
K1416,S03,69.227,69.977,68.032,0.72
K1416,S03,69.141,69.977,68.032,0.72
K1416,S03,68.864,69.977,68.032,0.72
K1416,S03,68.775,69.977,68.032,0.72
K1416,S03,68.596,69.977,68.032,0.72
K1417,S04,173.554,176.398,171.17,1.81
K1417,S04,173.346,176.398,171.17,1.81
K1417,S04,173.898,176.398,171.17,1.81
K1417,S04,173.718,176.398,171.17,1.81
K1418,S04,78.152,79.102,77.512,1.49
K1418,S04,78.254,79.102,77.512,1.49
K1418,S04,78.313,79.102,77.512,1.49
K1418,S04,78.083,79.102,77.512,1.49
K1418,S04,78.502,79.102,77.512,1.49
K1419,S04,151.852,154.976,145.386,0.93
K1419,S04,146.955,154.976,145.386,0.93
K1419,S04,148.934,154.976,145.386,0.93
K1419,S04,151.456,154.976,145.386,0.93
K1420,S01,59.67,61.756,57.516,1.56
K1420,S01,60.088,61.756,57.516,1.56
K1420,S01,59.262,61.756,57.516,1.56
K1420,S01,58.38,61.756,57.516,1.56
K1421,S01,100.235,104.406,96.066,0.64
K1421,S01,101.514,104.406,96.066,0.64
K1421,S01,98.307,104.406,96.066,0.64
K1421,S01,98.198,104.406,96.066,0.64
K1421,S01,100.012,104.406,96.066,0.64
K1422,S01,81.81,85.029,79.653,2.05
K1422,S01,81.491,85.029,79.653,2.05
K1422,S01,82.366,85.029,79.653,2.05
K1423,S02,180.983,185.401,177.519,1.7
K1423,S02,182.02,185.401,177.519,1.7
K1423,S02,180.672,185.401,177.519,1.7
K1423,S02,180.081,185.401,177.519,1.7
K1424,S02,162.592,163.023,159.972,0.86
K1424,S02,161.944,163.023,159.972,0.86
K1424,S02,161.848,163.023,159.972,0.86
K1424,S02,160.927,163.023,159.972,0.86
K1424,S02,161.146,163.023,159.972,0.86
K1425,S02,154.124,154.931,152.997,1.62
K1425,S02,153.942,154.931,152.997,1.62
K1425,S02,153.84,154.931,152.997,1.62
K1426,S03,85.259,86.645,83.636,0.87
K1426,S03,84.646,86.645,83.636,0.87
K1426,S03,85.958,86.645,83.636,0.87
K1426,S03,85.561,86.645,83.636,0.87
K1427,S03,74.003,76.949,71.77,1.45
K1427,S03,74.084,76.949,71.77,1.45
K1427,S03,76.145,76.949,71.77,1.45
K1427,S03,75.583,76.949,71.77,1.45
K1428,S01,63.242,66.682,59.981,1.95
K1428,S01,63.041,66.682,59.981,1.95
K1428,S01,64.59,66.682,59.981,1.95
K1428,S01,63.377,66.682,59.981,1.95
K1429,S01,85.675,89.613,82.478,0.61
K1429,S01,85.205,89.613,82.478,0.61
K1429,S01,86.27,89.613,82.478,0.61
K1430,S02,107.469,112.766,103.023,1.39
K1430,S02,107.514,112.766,103.023,1.39
K1431,S02,154.37,156.164,152.76,1.06
K1431,S02,155.225,156.164,152.76,1.06
K1431,S02,154.49,156.164,152.76,1.06
K1431,S02,154.448,156.164,152.76,1.06
K1431,S02,154.682,156.164,152.76,1.06
K1432,S03,155.313,160.091,152.058,1.46
K1432,S03,156.466,160.091,152.058,1.46
K1433,S03,85.286,86.305,84.026,0.97
K1433,S03,84.534,86.305,84.026,0.97
K1433,S03,85.432,86.305,84.026,0.97
K1433,S03,84.623,86.305,84.026,0.97
K1434,S03,125.892,129.116,125.062,0.74
K1434,S03,127.479,129.116,125.062,0.74
K1434,S03,127.625,129.116,125.062,0.74
K1434,S03,128.037,129.116,125.062,0.74
K1434,S03,127.04,129.116,125.062,0.74
K1435,S01,121.023,122.249,120.024,1.9
K1435,S01,121.041,122.249,120.024,1.9
K1435,S01,120.899,122.249,120.024,1.9
K1436,S01,93.724,94.634,92.641,1.84
K1436,S01,93.652,94.634,92.641,1.84
K1437,S02,27.785,33.189,23.724,0.83
K1437,S02,30.128,33.189,23.724,0.83
K1438,S01,172.824,177.332,170.388,1.29
K1438,S01,174.0,177.332,170.388,1.29
K1438,S01,174.353,177.332,170.388,1.29
K1439,S02,74.566,76.832,73.225,1.04
K1439,S02,75.101,76.832,73.225,1.04
K1439,S02,75.052,76.832,73.225,1.04
K1439,S02,75.114,76.832,73.225,1.04
K1439,S02,74.565,76.832,73.225,1.04
K1440,S02,172.756,174.929,170.556,1.88
K1440,S02,172.707,174.929,170.556,1.88
K1440,S02,172.506,174.929,170.556,1.88
K1440,S02,172.799,174.929,170.556,1.88
K1441,S02,78.271,80.032,76.917,1.35
K1441,S02,78.539,80.032,76.917,1.35
K1441,S02,79.113,80.032,76.917,1.35
K1441,S02,78.153,80.032,76.917,1.35
K1442,S03,108.773,110.462,107.086,1.92
K1442,S03,108.716,110.462,107.086,1.92
K1442,S03,109.347,110.462,107.086,1.92
K1442,S03,108.434,110.462,107.086,1.92
K1443,S03,154.59,158.118,151.245,0.97
K1443,S03,153.79,158.118,151.245,0.97
K1443,S03,152.532,158.118,151.245,0.97
K1444,S01,141.921,142.228,138.334,0.94
K1444,S01,139.934,142.228,138.334,0.94
K1445,S02,107.3,108.366,106.985,0.91
K1445,S02,107.67,108.366,106.985,0.91
K1445,S02,107.561,108.366,106.985,0.91
K1446,S02,93.126,94.554,91.582,2.13
K1446,S02,93.211,94.554,91.582,2.13
K1446,S02,93.277,94.554,91.582,2.13
K1446,S02,92.847,94.554,91.582,2.13
K1446,S02,93.196,94.554,91.582,2.13
K1447,S03,179.997,184.555,174.784,0.86
K1447,S03,178.574,184.555,174.784,0.86
K1448,S03,84.565,86.858,82.75,1.25
K1448,S03,85.089,86.858,82.75,1.25
K1448,S03,85.983,86.858,82.75,1.25
K1448,S03,85.279,86.858,82.75,1.25
K1449,S03,32.613,33.222,31.851,1.12
K1449,S03,32.12,33.222,31.851,1.12
K1449,S03,32.256,33.222,31.851,1.12
K1450,S01,135.82,137.851,132.21,0.81
K1450,S01,133.789,137.851,132.21,0.81
K1451,S02,129.53,130.202,128.623,2.2
K1451,S02,129.249,130.202,128.623,2.2
K1451,S02,129.371,130.202,128.623,2.2
K1452,S02,185.753,186.862,185.079,2.07
K1452,S02,186.192,186.862,185.079,2.07
K1452,S02,185.885,186.862,185.079,2.07
K1452,S02,186.176,186.862,185.079,2.07
K1452,S02,186.009,186.862,185.079,2.07
K1453,S02,92.397,93.242,91.024,1.07
K1453,S02,92.125,93.242,91.024,1.07
K1453,S02,91.966,93.242,91.024,1.07
K1454,S03,147.747,148.841,145.72,1.36
K1454,S03,147.091,148.841,145.72,1.36
K1455,S01,154.779,157.573,149.42,2.17
K1455,S01,153.626,157.573,149.42,2.17
K1455,S01,153.341,157.573,149.42,2.17
K1455,S01,153.15,157.573,149.42,2.17
K1455,S01,154.259,157.573,149.42,2.17
K1456,S02,79.839,84.778,79.328,0.71
K1456,S02,82.128,84.778,79.328,0.71
K1457,S03,168.781,170.195,167.666,1.46
K1457,S03,169.018,170.195,167.666,1.46
K1457,S03,169.012,170.195,167.666,1.46
K1457,S03,168.928,170.195,167.666,1.46
K1457,S03,168.666,170.195,167.666,1.46
K1458,S03,55.417,58.348,53.015,2.18
K1458,S03,55.652,58.348,53.015,2.18
K1459,S03,180.414,182.614,179.206,1.03
K1459,S03,180.248,182.614,179.206,1.03
K1459,S03,181.791,182.614,179.206,1.03
K1459,S03,180.647,182.614,179.206,1.03
K1459,S03,180.351,182.614,179.206,1.03
K1460,S04,16.692,21.904,15.753,0.8
K1460,S04,18.88,21.904,15.753,0.8
K1460,S04,18.985,21.904,15.753,0.8
K1461,S04,129.42,131.769,127.63,2.18
K1461,S04,129.961,131.769,127.63,2.18
K1461,S04,129.534,131.769,127.63,2.18
K1462,S04,97.557,101.77,92.731,1.39
K1462,S04,98.554,101.77,92.731,1.39
K1462,S04,96.926,101.77,92.731,1.39
K1462,S04,96.333,101.77,92.731,1.39
K1463,S01,73.132,75.95,71.619,1.03
K1463,S01,74.229,75.95,71.619,1.03
K1463,S01,73.75,75.95,71.619,1.03
K1464,S02,152.024,153.444,150.347,1.86
K1464,S02,151.56,153.444,150.347,1.86
K1465,S02,165.551,169.675,160.042,1.6
K1465,S02,164.363,169.675,160.042,1.6
K1465,S02,166.033,169.675,160.042,1.6
K1466,S03,12.889,15.247,7.193,1.99
K1466,S03,11.166,15.247,7.193,1.99
K1466,S03,10.454,15.247,7.193,1.99
K1466,S03,9.995,15.247,7.193,1.99
K1466,S03,9.512,15.247,7.193,1.99
K1467,S01,45.606,48.632,42.421,1.63
K1467,S01,46.48,48.632,42.421,1.63
K1467,S01,45.998,48.632,42.421,1.63
K1467,S01,46.44,48.632,42.421,1.63
K1467,S01,46.066,48.632,42.421,1.63
K1468,S02,57.826,58.649,56.89,1.13
K1468,S02,57.456,58.649,56.89,1.13
K1468,S02,57.737,58.649,56.89,1.13
K1468,S02,58.114,58.649,56.89,1.13
K1469,S03,138.294,141.618,133.013,1.27
K1469,S03,136.233,141.618,133.013,1.27
K1469,S03,137.897,141.618,133.013,1.27
K1469,S03,135.205,141.618,133.013,1.27
K1469,S03,137.929,141.618,133.013,1.27
K1470,S03,31.778,33.834,29.738,1.04
K1470,S03,31.019,33.834,29.738,1.04
K1470,S03,31.026,33.834,29.738,1.04
K1470,S03,32.375,33.834,29.738,1.04
K1470,S03,30.864,33.834,29.738,1.04
K1471,S03,106.196,108.134,104.785,1.98
K1471,S03,105.879,108.134,104.785,1.98
K1472,S01,65.429,70.327,60.848,2.06
K1472,S01,66.152,70.327,60.848,2.06
K1473,S02,162.429,165.03,156.476,1.18
K1473,S02,161.129,165.03,156.476,1.18
K1473,S02,158.12,165.03,156.476,1.18
K1473,S02,158.207,165.03,156.476,1.18
K1474,S01,182.123,184.985,179.94,1.09
K1474,S01,182.333,184.985,179.94,1.09
K1474,S01,182.683,184.985,179.94,1.09
K1475,S01,23.026,25.559,19.255,1.81
K1475,S01,21.628,25.559,19.255,1.81
K1476,S01,169.308,170.15,168.415,1.53
K1476,S01,169.372,170.15,168.415,1.53
K1476,S01,169.475,170.15,168.415,1.53
K1476,S01,169.47,170.15,168.415,1.53
K1477,S02,177.028,179.439,174.764,1.88
K1477,S02,176.844,179.439,174.764,1.88
K1478,S02,83.576,88.758,81.418,0.78
K1478,S02,84.793,88.758,81.418,0.78
K1478,S02,83.971,88.758,81.418,0.78
K1478,S02,84.268,88.758,81.418,0.78
K1479,S03,25.094,28.872,22.784,1.64
K1479,S03,25.381,28.872,22.784,1.64
K1479,S03,25.582,28.872,22.784,1.64
K1479,S03,26.135,28.872,22.784,1.64
K1480,S03,77.927,80.072,75.671,1.28
K1480,S03,78.981,80.072,75.671,1.28
K1480,S03,77.645,80.072,75.671,1.28
K1480,S03,77.452,80.072,75.671,1.28
K1481,S04,167.23,168.303,166.032,1.86
K1481,S04,166.856,168.303,166.032,1.86
K1481,S04,166.976,168.303,166.032,1.86
K1481,S04,167.222,168.303,166.032,1.86
K1481,S04,166.899,168.303,166.032,1.86
K1482,S01,170.659,174.651,165.562,1.26
K1482,S01,170.991,174.651,165.562,1.26
K1482,S01,168.672,174.651,165.562,1.26
K1482,S01,172.112,174.651,165.562,1.26
K1483,S02,190.245,193.513,187.664,2.14
K1483,S02,190.731,193.513,187.664,2.14
K1484,S02,78.683,82.164,72.472,1.59
K1484,S02,76.905,82.164,72.472,1.59
K1485,S02,178.754,183.459,174.404,1.13
K1485,S02,178.607,183.459,174.404,1.13
K1486,S03,130.934,132.977,129.07,1.52
K1486,S03,130.652,132.977,129.07,1.52
K1487,S01,23.272,26.869,19.087,1.47
K1487,S01,23.452,26.869,19.087,1.47
K1487,S01,23.158,26.869,19.087,1.47
K1487,S01,22.096,26.869,19.087,1.47
K1487,S01,23.572,26.869,19.087,1.47
K1488,S02,16.645,20.295,16.136,0.67
K1488,S02,18.022,20.295,16.136,0.67
K1488,S02,16.234,20.295,16.136,0.67
K1488,S02,17.053,20.295,16.136,0.67
K1489,S03,63.097,64.127,61.908,0.82
K1489,S03,63.389,64.127,61.908,0.82
K1489,S03,62.457,64.127,61.908,0.82
K1489,S03,62.569,64.127,61.908,0.82
K1490,S01,114.435,117.673,110.864,1.18
K1490,S01,113.665,117.673,110.864,1.18
K1490,S01,114.266,117.673,110.864,1.18
K1490,S01,115.958,117.673,110.864,1.18
K1490,S01,113.392,117.673,110.864,1.18
K1491,S01,36.142,41.163,32.633,0.88
K1491,S01,39.715,41.163,32.633,0.88
K1491,S01,36.405,41.163,32.633,0.88
K1491,S01,36.968,41.163,32.633,0.88
K1492,S02,28.651,30.206,26.805,1.82
K1492,S02,28.528,30.206,26.805,1.82
K1492,S02,28.365,30.206,26.805,1.82
K1492,S02,28.516,30.206,26.805,1.82
K1493,S02,50.871,54.849,48.665,1.68
K1493,S02,51.175,54.849,48.665,1.68
K1493,S02,50.776,54.849,48.665,1.68
K1493,S02,51.562,54.849,48.665,1.68
K1494,S02,109.509,110.74,108.362,1.75
K1494,S02,109.394,110.74,108.362,1.75
K1495,S01,33.607,33.578,31.841,0.67
K1495,S01,32.32,33.578,31.841,0.67
K1495,S01,32.418,33.578,31.841,0.67
K1496,S02,117.215,122.165,115.571,0.66
K1496,S02,116.343,122.165,115.571,0.66
K1496,S02,119.31,122.165,115.571,0.66
K1496,S02,120.899,122.165,115.571,0.66
K1496,S02,118.394,122.165,115.571,0.66
K1497,S02,74.603,78.765,69.353,1.36
K1497,S02,72.758,78.765,69.353,1.36
K1497,S02,74.736,78.765,69.353,1.36
K1498,S02,66.345,68.276,64.817,1.24
K1498,S02,67.576,68.276,64.817,1.24
K1498,S02,66.249,68.276,64.817,1.24
K1498,S02,66.653,68.276,64.817,1.24
K1499,S03,106.453,109.88,101.7,1.17
K1499,S03,105.594,109.88,101.7,1.17
K1500,S03,14.622,18.293,9.624,1.75
K1500,S03,14.001,18.293,9.624,1.75
K1500,S03,13.605,18.293,9.624,1.75
K1500,S03,14.675,18.293,9.624,1.75
K1501,S01,94.805,99.847,90.686,2.07
K1501,S01,95.009,99.847,90.686,2.07
K1502,S01,139.899,145.222,135.704,0.76
K1502,S01,141.071,145.222,135.704,0.76
K1503,S01,36.203,37.419,35.387,0.62
K1503,S01,36.003,37.419,35.387,0.62
K1503,S01,36.717,37.419,35.387,0.62
K1503,S01,37.039,37.419,35.387,0.62
K1504,S02,194.204,196.987,191.377,1.89
K1504,S02,194.45,196.987,191.377,1.89
K1504,S02,193.558,196.987,191.377,1.89
K1504,S02,194.781,196.987,191.377,1.89
K1505,S02,162.639,163.866,161.23,1.02
K1505,S02,161.732,163.866,161.23,1.02
K1505,S02,162.109,163.866,161.23,1.02
K1505,S02,163.244,163.866,161.23,1.02
K1505,S02,162.598,163.866,161.23,1.02
K1506,S03,190.865,194.969,188.023,1.85
K1506,S03,191.144,194.969,188.023,1.85
K1506,S03,191.577,194.969,188.023,1.85
K1507,S03,184.258,188.076,182.895,0.73
K1507,S03,186.444,188.076,182.895,0.73
K1507,S03,185.377,188.076,182.895,0.73
K1507,S03,185.147,188.076,182.895,0.73
K1508,S01,147.434,150.493,144.239,2.07
K1508,S01,146.672,150.493,144.239,2.07
K1508,S01,148.197,150.493,144.239,2.07
K1508,S01,147.464,150.493,144.239,2.07
K1509,S01,56.88,58.74,53.773,0.8
K1509,S01,55.812,58.74,53.773,0.8
K1509,S01,56.299,58.74,53.773,0.8
K1509,S01,57.2,58.74,53.773,0.8
K1509,S01,57.1,58.74,53.773,0.8
K1510,S01,175.902,178.67,172.809,1.65
K1510,S01,176.518,178.67,172.809,1.65
K1510,S01,176.228,178.67,172.809,1.65
K1510,S01,175.121,178.67,172.809,1.65
K1510,S01,175.636,178.67,172.809,1.65
K1511,S02,143.889,149.852,142.595,0.8
K1511,S02,146.845,149.852,142.595,0.8
K1511,S02,145.561,149.852,142.595,0.8
K1511,S02,146.85,149.852,142.595,0.8
K1511,S02,145.513,149.852,142.595,0.8
K1512,S03,51.979,53.82,45.806,1.55
K1512,S03,49.247,53.82,45.806,1.55
K1513,S03,53.894,56.279,51.273,2.14
K1513,S03,53.739,56.279,51.273,2.14
K1513,S03,54.237,56.279,51.273,2.14
K1514,S03,35.943,38.397,35.01,0.73
K1514,S03,36.311,38.397,35.01,0.73
K1514,S03,36.509,38.397,35.01,0.73
K1515,S01,81.941,84.044,80.448,1.79
K1515,S01,82.49,84.044,80.448,1.79
K1516,S02,100.075,101.331,97.635,1.87
K1516,S02,99.411,101.331,97.635,1.87
K1517,S03,32.676,36.988,29.544,2.11
K1517,S03,33.029,36.988,29.544,2.11
K1517,S03,34.147,36.988,29.544,2.11
K1517,S03,32.894,36.988,29.544,2.11
K1518,S04,123.145,124.074,122.835,0.88
K1518,S04,123.354,124.074,122.835,0.88
K1518,S04,123.805,124.074,122.835,0.88
K1518,S04,123.031,124.074,122.835,0.88
K1518,S04,123.347,124.074,122.835,0.88
K1519,S04,143.349,147.826,139.43,1.2
K1519,S04,144.94,147.826,139.43,1.2
K1519,S04,144.246,147.826,139.43,1.2
K1520,S04,187.581,191.098,185.111,1.24
K1520,S04,187.674,191.098,185.111,1.24
K1520,S04,187.087,191.098,185.111,1.24
K1520,S04,188.136,191.098,185.111,1.24
K1521,S01,144.641,148.393,139.435,1.79
K1521,S01,144.444,148.393,139.435,1.79
K1521,S01,143.688,148.393,139.435,1.79
K1522,S02,65.671,67.548,63.723,1.7
K1522,S02,65.123,67.548,63.723,1.7
